Genes	Bin_1	Bin_2	Bin_3	Bin_4	Bin_5	Bin_6	Bin_7	Bin_8	Bin_10
ANAPC7	0.11125283067119576	0.13034806983349928	0.09250892400743883	0.10350767718536574	0.09915111089591076	0.16374302797661633	0.12113879768821159	0.09844648455243198	0.07990307718932964
ANG	0.07848752757034864	0.06063292485027699	0.07764371504317472	0.061711751549756555	0.07624005566617667	0.05777018882067482	0.09212549325385852	0.0684243916359985	0.42696395160973455
ANGEL2	0.1100775340481441	0.09149392281057342	0.1084872801952017	0.12479360570981221	0.09998335167034152	0.10586632168522389	0.09050663849077256	0.13812955156594262	0.130661793823988
ANGPTL1	0.10316332602616407	0.08835776039281043	0.11257496349856157	0.12004070267304331	0.11024847975693083	0.1537489199386105	0.11845858653756704	0.0986929993501139	0.09471426182619837
ANGPTL3	0.11180816973579628	0.10066233652026746	0.11803818268292257	0.10511747048676197	0.12264551883767132	0.10213819837504678	0.1091003255452326	0.14718262566904172	0.08330717214725926
ANGPTL6	0.12750808391580562	0.09759544202030059	0.10254575011595518	0.089746690914307	0.13679757265965953	0.11200062549322243	0.10134097737125002	0.1187642210223156	0.11370063648718402
ANGPTL8	0.021739249047957498	0.022712016431622975	0.02797008870650331	0.045126819941127154	0.04253071933186004	0.05577536647293308	0.10592994096079537	0.0286265872821895	0.6495892118250111
ANK1	0.1063562029582734	0.13242536866424934	0.09696164138257163	0.06529231692707552	0.12728280364366817	0.15029847904331237	0.09261848140626752	0.20330177318191145	0.025462932792670555
ANK3	0.09863367859388451	0.11078691958915053	0.12919828174337525	0.11702709621166281	0.09199557551517029	0.11674078113306036	0.14765496530663672	0.07834273322121821	0.10961996868584133
ANKEF1	0.10115959538241774	0.09746419435907254	0.10183572719725588	0.11605431072421563	0.1115515371072093	0.11065593325613587	0.12362427837066876	0.12300397681005178	0.11465044679297254
ANKFY1	0.13362585792374385	0.11804497420659119	0.11201635947575499	0.11730533524082493	0.10085768322439266	0.11271262607977783	0.10821878337370838	0.09365738095422334	0.1035609995209828
ANKHD1	0.10934441425550921	0.11593333945643579	0.1072015693993755	0.10547828985138355	0.11340273049845355	0.11412297416335429	0.10742586878278099	0.11013438531179431	0.11695642828091272
ANKLE2	0.11047553198646191	0.11428026618880101	0.12906929552883714	0.1368683069430837	0.11025110842886524	0.14013286668288635	0.07761519207041306	0.03390747985542726	0.14739995231522435
ANKMY2	0.10227870094252477	0.10759141547332222	0.12057600068996945	0.10184903996914195	0.09590415804163631	0.09269170389780293	0.11095940911831728	0.1250155856672872	0.1431339861999979
ANKRD13A	0.12394424949508528	0.1288386651667775	0.10195242675437757	0.10721991240741859	0.1066581756116142	0.122474925524483	0.11008226708854055	0.13251901595765578	0.06631036199404759
ANKRD17	0.11166161937284665	0.10561651209595588	0.11969445385919206	0.1044097159720059	0.08777022936628122	0.10665626145174999	0.10693946021098015	0.11416025817593889	0.14309148949504927
ANKRD28	0.11699718825361913	0.13408891421783253	0.11088547451025302	0.1075070921996145	0.11050263906609571	0.11531280389305755	0.10474979138815009	0.1044887338958931	0.09546736257548434
ANKRD44	0.11002903794676157	0.11100261233857558	0.11361917192847656	0.10452807743341326	0.08440559999422086	0.11662921445033356	0.1221410706386759	0.13361690280041671	0.10402831246912601
ANKZF1	0.1138889573367717	0.115004718543792	0.0913468303167396	0.10950634805245825	0.11268964347730154	0.12187699426051238	0.11298524517692717	0.11927447213858888	0.10342679069690852
ANO1	0.11061576954987352	0.12429920338091606	0.10908400200030613	0.100897022677002	0.11451020448637615	0.1048162422167466	0.10770874926937037	0.1364884867310527	0.0915803196883565
ANO10	0.08458129703962664	0.08778483790941774	0.113992554564365	0.11378834397836492	0.11876242472546221	0.11563381123664049	0.10879537472847628	0.15465564450939642	0.10200571130825035
ANO6	0.10202381692187187	0.11737081989100667	0.11309139412638387	0.09652436154580708	0.11373345899245974	0.11046304283598846	0.10341137525253903	0.12979979506149603	0.11358193537244728
ANO8	0.09952190311957661	0.10929385291497819	0.10083176342427924	0.10218112142006258	0.17357835556896425	0.10801339648400035	0.06223436744805016	0.06826431361624775	0.17608092600384087
ANP32A	0.10241153048122173	0.11152005830908612	0.1153404987286296	0.11220010379927253	0.11077017520510996	0.11051621242040939	0.1090967924118898	0.11789052161089038	0.11025410703349048
ANP32B	0.10488264732999032	0.12327237547705645	0.12345136667567427	0.10471227829831374	0.11485248963140789	0.11833263811692797	0.11757006497574306	0.0984319419096104	0.09449419758527591
ANP32E	0.11080509164971492	0.12893808620729325	0.11193938151003427	0.10742926531884313	0.11009571848789054	0.12398190516371739	0.1273268271807937	0.07924678748558367	0.1002369369961292
ANPEP	0.1283781672952035	0.10941533742367783	0.11208640409403478	0.12447209851613225	0.11287567880839809	0.09929962072447943	0.10341174686477633	0.0849167591875587	0.12514418708573916
ANTXR2	0.1173185224520573	0.10135099111626093	0.11467488154973375	0.11897337220819931	0.09989497487752416	0.11082952412065793	0.13242322403618959	0.08784779922090538	0.11668671041847163
ANXA1	0.10685847541426356	0.10035341337409676	0.1018295001337332	0.09955879274708718	0.14105252227299617	0.1057104507266816	0.11775849917635797	0.12935167482254817	0.09752667133223543
ANXA11	0.11599266851128293	0.12505801122219062	0.11095061791543796	0.12021192717415688	0.09895336681550874	0.12211171070522908	0.10879147871291914	0.09390436395665759	0.104025854986617
ANXA13	0.11180833115145009	0.12295506060492029	0.10387048593726778	0.17332064401476519	0.06476981277485924	0.13962080850459574	0.1268780226216406	0.038672299665816645	0.1181045347246845
ANXA2	0.08274496609419728	0.10253800844368892	0.11374384534507888	0.1199800185834755	0.12000607407877123	0.11776317138257972	0.0997223268242683	0.1380619215864416	0.10543966766149862
ANXA3	0.08695303355876927	0.08583620772510384	0.07419830962474937	0.12513983190654646	0.08336150089620627	0.1370826479055982	0.1725034973576168	0.05910763854807364	0.17581733247733614
ANXA4	0.10595568943982536	0.09381857547506692	0.11179663331143051	0.13241155779880198	0.096981707075367	0.1272842298413607	0.12028525395276504	0.09235916176890556	0.11910719133647693
ANXA5	0.10966933341206192	0.11434277972772014	0.10417479664124564	0.0935663285057271	0.1092452558529708	0.11885689563079022	0.1123388328515429	0.11319887110092473	0.1246069062770165
ANXA6	0.13339866802181688	0.12446799957057146	0.11246296340761751	0.09090218888770253	0.11519657713860293	0.10255241147852823	0.09947769303994267	0.1116546020046726	0.10988689645054521
ANXA7	0.11267455767310863	0.11621496413604275	0.11179606932411496	0.10799539873470856	0.10693669710282618	0.098601388856560293	0.11197412071253969	0.12203672047286482	0.11177008298723418
ANXA9	0.11896230521475094	0.11601387582987885	0.1127424196464347	0.10742147296191208	0.10434692599064901	0.10615033233650982	0.11770748268994892	0.09171603653762339	0.1249391487922922
AOC3	0.1323563858020814	0.10947115302839736	0.11813098590952796	0.1309975535930728	0.08701730110009058	0.09472573744542126	0.12186029278821353	0.08127209083669208	0.12416849949650309
AOX1	0.1437388551323923	0.12739756774144445	0.12021320143259383	0.10962624146745906	0.11545863277173096	0.09276702582814782	0.08499424539221662	0.1213006903807914	0.08450353985322359
AP1B1	0.11757842486002527	0.11522067242181531	0.10614933337717923	0.10984822290229888	0.10442714424820908	0.10736215084317553	0.11168504720706297	0.1120110615028407	0.11571794263739302
AP1G1	0.11213001402852635	0.11507406693004832	0.10797737860724317	0.10970326845911145	0.10445498300333632	0.11023865917647847	0.11287982305900503	0.11012274706904894	0.11741905966720205
AP1G2	0.11902089036003953	0.12302500107349423	0.09773476527237787	0.11660653542853339	0.13204795901420519	0.09189167446233905	0.11062151042273893	0.09049595034272277	0.11855571362354912
AP1M1	0.11347193643093002	0.11487544309616121	0.11240110657416968	0.11625611021017412	0.10836715489466135	0.10426375482294326	0.11353777585879936	0.09445023268160715	0.12237648543055378
AP1M2	0.10771734293344792	0.131492417358072	0.11880487685594121	0.07833296913546241	0.11675593731073539	0.0742736275985902	0.09489540188997345	0.16701868100315898	0.11070874591461842
AP1S1	0.11394786860097071	0.11502697827699786	0.10852049575474246	0.11820907629213595	0.11246556109584611	0.10751374935960133	0.11253146122507163	0.11387401343654938	0.09791079595808454
AP2A1	0.12510819707829127	0.1116725371818483	0.10843641111454957	0.11042017527040643	0.10407007912860994	0.10427648795997077	0.10763178211587107	0.11885536717806874	0.1095289629723839
AP2A2	0.11705425009841082	0.11632948205567491	0.10769539629887033	0.11031233525872046	0.10937002347906279	0.10789307230270775	0.1076030254032997	0.11709943611736259	0.10664297898589059
AP2B1	0.1159135088935268	0.11350715758732013	0.11094538360113565	0.1134852136068199	0.11165842243596365	0.10752708207642123	0.11358041918130415	0.1091432285766282	0.10423958404088034
AP2M1	0.12004892662847384	0.11469753004493903	0.11069272902695654	0.1092087528177692	0.11164868158998749	0.11288657561363806	0.10539851394651778	0.10862833294359013	0.10678995738812795
AP2S1	0.12013882619651624	0.11487582488425893	0.11325329073960307	0.11362326430369149	0.10590710674269878	0.1121974007520036	0.11256658169151633	0.12395190350665215	0.08348580118305948
AP3B1	0.10794796652683689	0.11038710018688651	0.10916322306170353	0.10173365194516688	0.11379866898620414	0.10951105076716233	0.10645077405343889	0.10670147772373702	0.1343060867488638
AP3D1	0.10234483178639928	0.10798767927147347	0.10827746805429526	0.1015374996482895	0.10481026850907146	0.11308960000660193	0.11676776456197334	0.10875404170443025	0.13643084645746556
AP3M1	0.10789830588427238	0.10985125281600522	0.10699327112466385	0.10118415910411489	0.10860404830510653	0.10885606603200794	0.13692612840269364	0.096382618075998	0.1233041502551376
AP3S1	0.10147326039534822	0.0890801134056504	0.10599572929783874	0.12368662857558907	0.11148217029796666	0.10962459619143301	0.09918373503373903	0.15289202462418422	0.10658174217825059
AP4E1	0.09065933971626494	0.09747055933028995	0.08449928613878414	0.0767181083005023	0.11298130543628876	0.09519073912365134	0.21022670689430464	0.2004892702784295	0.03176468478148451
AP4S1	0.13033423056609927	0.12200875014233238	0.1043054373296004	0.10781546446102871	0.11696828419693332	0.13354317881620006	0.08503633811113637	0.12008231464630642	0.07990600173036295
AP5B1	0.09732590711298446	0.11855456761988126	0.11651284552869724	0.07583613554786382	0.13065438352999398	0.0999748568902286	0.13063896105818026	0.10600942001181096	0.12449292270035939
AP5M1	0.11864627130050259	0.12898253457393188	0.11613503049454367	0.10973242500652461	0.10098217931777735	0.12218015407457956	0.13022383498745949	0.052315430061505554	0.12080214018317526
AP5S1	0.10390714098641567	0.10259222931362985	0.11507328480074792	0.0893850654531933	0.08828253908716409	0.10570765907959855	0.10255184956794186	0.12345071490972602	0.16904951680158267
AP5Z1	0.0965934895234839	0.09832925600281998	0.10356488995216849	0.09872382253667686	0.10285023884649466	0.13039281240284686	0.09139995600269149	0.1334788301831443	0.14466670454967348
APAF1	0.11564737677335422	0.11669228822085681	0.1087936863250544	0.10974974041626391	0.09611831587703287	0.1217878339625585	0.13654384372649256	0.07519223143106164	0.11947468326732508
APBB1IP	0.12461102938382101	0.11578513842094347	0.11965965960103649	0.11169708756952856	0.10710107439569189	0.09861165011008462	0.09920210775633523	0.1254564650541999	0.09787578770835877
APCS	0.03904367076842668	0.0411224947423924	0.05334497629268681	0.06893760577312506	0.06550081603221117	0.08207199873804268	0.09718382524075052	0.06655296742863419	0.48624164498373057
APEH	0.13602947203262156	0.12062083858413321	0.11439562536765595	0.09944259039060818	0.10527794109021461	0.1138313564943142	0.09636380686896687	0.11710096876283539	0.09693740040865001
APEX1	0.10211481138397387	0.12437816661540259	0.1069626557562714	0.09849562206778908	0.11172580887958994	0.11965847509439571	0.1178047319100763	0.11192247909013588	0.1069372492023653
APH1A	0.09196246109423946	0.11237840479078333	0.1151651824031833	0.10070743180698517	0.12123145920171041	0.10351933455506407	0.12112166612958752	0.12113870171431594	0.11277535830413081
API5	0.10931081726603349	0.1138106215645504	0.11128338854349439	0.11412140211790506	0.10909202552839027	0.11942436986790204	0.11249861625447564	0.0920258221495245	0.11843293670772423
APIP	0.10306086796163677	0.11676664907215255	0.10880758069181022	0.09317935826597408	0.11092616075085732	0.11981255428911528	0.11695177184839528	0.11406259939701059	0.11643245772304786
APMAP	0.10716473416046995	0.0997069724027098	0.1079597117694768	0.09815358402089105	0.11391839164839217	0.11434337452706489	0.11915447886475233	0.12594278938253067	0.11365596322371234
APOA1	0.09398289053190799	0.09765731141203597	0.1075768726728413	0.10931850060453474	0.143711900321067	0.10868476732182066	0.09534754718382092	0.1447280663154803	0.09899214363649116
APOA2	0.06984389931845225	0.10594958500752091	0.10415858801006565	0.08592794810290849	0.11034016201130777	0.1174112297468502	0.09897137467815828	0.11814424676143369	0.18925296636330277
APOA4	0.09621117693651826	0.11259127092976544	0.12634882579053153	0.12469079594040292	0.147875688023606	0.11811262475064269	0.09131459878201283	0.1151397809048786	0.06771523794164169
APOA5	0.058602709975771286	0.049506247555726864	0.04134444695609705	0.04713032045828845	0.06636183078232104	0.04153257455091806	0.06959707614050169	0.040311974692450264	0.5856128188879253
APOB	0.11529596894180795	0.11882847368696839	0.10522774375803255	0.09443095826464634	0.12261780354225774	0.11602361905805214	0.09377408694859633	0.12222067504441494	0.11158067075522367
APOBEC3F	0.116055021119471	0.14085790171111856	0.10915451989028711	0.11324833984965708	0.12227596217363615	0.1211613432567056	0.10583558661559565	0.057720436775417716	0.11369088860811102
APOBR	0.10469830453675162	0.12264297388723	0.15093857917267683	0.11869859555493725	0.12690338873386742	0.0960589047016284	0.14719736106922646	0.04564050650878647	0.08722138583489548
APOC1	0.08823625867840443	0.09479311309254704	0.1115596472054398	0.12221539248298192	0.10267759865654293	0.10652116322203038	0.11437985473793194	0.12574114574046133	0.13387582618366017
APOC2	0.0833192725088515	0.09800434755398944	0.11269281243841849	0.07795608331391578	0.1342696353845368	0.12794585761353	0.10626622211918027	0.16256186684391294	0.09698390222366478
APOC3	0.07901074097583502	0.08221658771077063	0.10623618455713567	0.08911800666880289	0.11022486031042643	0.1258269830100396	0.11257367815122861	0.16083130898766382	0.1339616496280973
APOD	0.09612849270458823	0.09673493912576257	0.09145702817839721	0.07139639190435335	0.11034583965747899	0.11106751922570016	0.10368326876560725	0.10241313857433959	0.21677338186377265
APOE	0.0824461807888135	0.08458859927519248	0.09772828863407293	0.0815556013544047	0.11903984985456997	0.10980272661421533	0.09679809531016356	0.15904342184061737	0.1689972363279501
APOH	0.09832364904546688	0.09285217981876392	0.10221411436282907	0.10701040980884187	0.11562200761143906	0.12437881119231817	0.12915880051306722	0.10640753317695988	0.1240324944703139
APOL1	0.06116953968693179	0.08191971518325125	0.08251685738525501	0.073930555267827755	0.08914667266765959	0.11546654897600875	0.13006860820387517	0.15861170905948743	0.20716979356970325
APOL2	0.0812170837980827	0.10328809614773157	0.10710589960351587	0.07770636865893528	0.1281476142460222	0.11674726064731157	0.12269983181086358	0.15535861907985568	0.10772922600768146
APOL3	0.08512592622813182	0.10504126564163137	0.1081221528722822	0.08955770235411803	0.11378262179605787	0.10661515125413194	0.11692177431455514	0.13649210931753636	0.1383412962215552
APOM	0.1125228218070589	0.1088070525533145	0.10746810283769884	0.09424178588572021	0.10403255793156728	0.12716803376256658	0.10848810963500968	0.09899752615967662	0.1382740094273874
APOO	0.08675697594751244	0.106526452857155	0.12644556977136348	0.16818335330158768	0.10653724151311075	0.09503330423944258	0.12676168788042383	0.10011364753836943	0.08364176695103476
APOOL	0.09215886058141258	0.09866118081325785	0.11039862420148372	0.1979950261302689	0.09969802217677291	0.10669029431533437	0.10837828408352224	0.09030520575448582	0.09571450194346162
APP	0.12381271381733851	0.11868336669634288	0.11864858109866035	0.10138576064973784	0.07940635644303586	0.12115191515408101	0.1136601613007574	0.09640273097087713	0.1268484138691691
APPL1	0.11853752744877524	0.10459150416300478	0.11450294709936254	0.10990209087008447	0.10589789387273228	0.10368872979991775	0.11362128303343211	0.12488140233337762	0.10437662137931325
APPL2	0.12361380261133366	0.11361143374178928	0.11288039807285612	0.10176651273510978	0.10984225644413177	0.10066447891016765	0.10989576066084164	0.13160968042312374	0.09611567640064642
APRT	0.1303706634956197	0.11682172032949723	0.11371383583354219	0.10182633931591226	0.10354384086773441	0.10647397906593666	0.11138905887435618	0.11101815324574449	0.10484240897165684
APTX	0.12171837335186543	0.1080066723927545	0.09252068493077345	0.11739032202780277	0.09907369034836595	0.125708380501617	0.108005691847544	0.08437256841253234	0.14320361618674463
AQP9	0.11259867340037215	0.14153177561120123	0.13298583551069243	0.09409988245690723	0.12054254672980116	0.11226920886056282	0.08876276381206691	0.1131715097393889	0.08403780387900721
AQR	0.11106274528646605	0.11377605481051756	0.11074715754845818	0.10223805502708437	0.10217905121953266	0.14291592927681188	0.12453939460221883	0.0841838645594337	0.10835774766947676
ARAF	0.12504332021334755	0.11344106352512012	0.1064931178618387	0.1060439914960481	0.10798404871520609	0.10358294741161853	0.10244876740384909	0.10081181579126147	0.1341509275817104
ARAP1	0.11317288611956262	0.11422808120601918	0.11064947670177426	0.10561802760790014	0.10533009928982795	0.12552833410214856	0.11047381709234161	0.11856348897090616	0.09643578890951947
ARAP2	0.07258907220137346	0.09766060308006545	0.10673687802813525	0.10567641136319543	0.11515066856777544	0.12460657262189126	0.11073685458739353	0.1568525345225692	0.10999040502760092
ARCN1	0.1075462235160382	0.1109908876713113	0.11577743988070013	0.09292511919389207	0.11103763320018846	0.11521351241582546	0.11546376037480342	0.11085580855511028	0.12018961519213066
ARF1;ARF3	0.1155986853764607	0.11406700277084789	0.11241374250256059	0.11059289306914041	0.10803630691512527	0.11134735997473225	0.11257052883287172	0.12274063318438236	0.09263284737387878
ARF4	0.1083144508201088	0.11543714854983976	0.11702253998766327	0.09561842571065808	0.11323521592519113	0.11080975755525128	0.1150810263279065	0.11820359709027106	0.10627783803311017
ARF5	0.1244707139063167	0.11347101598025611	0.11014929937289589	0.11336374372948534	0.11112827870274344	0.12814270546832457	0.1239764864416728	0.11135606801303369	0.06394168838527155
ARF6	0.11597323705422868	0.11510184559490887	0.10475620440744451	0.10465097794235195	0.10711294694212314	0.11440166378861293	0.1107896979046733	0.1114870012019327	0.11572642516372382
ARFGAP1	0.10628524900761403	0.11653197209162164	0.10703820993774614	0.09027748371255472	0.11994868862694355	0.1223635816303617	0.09853767259538405	0.13176112219965855	0.10725602019811556
ARFGAP2	0.12406166397249349	0.11897585184550225	0.10918697035955062	0.11066680094327769	0.10515089624152506	0.10602776373948597	0.11200013703584094	0.10809529323307719	0.10583462262924681
ARFGAP3	0.10230785865829399	0.11402027256563789	0.10238405626198874	0.10445227190346382	0.10305064420522611	0.10272788830850049	0.1147114225850493	0.13852323419804755	0.11782235131379222
ARFGEF1	0.11879179801438916	0.11209235360354336	0.11645531074578716	0.1090149358362863	0.1147301068404751	0.11474659802785389	0.11612893698049256	0.11206533067510718	0.08597462927606539
ARFGEF2	0.10700029213698804	0.1125227980032944	0.10788283493377274	0.09463102810262876	0.11064407374941884	0.11638150684476058	0.11053854133329856	0.11391112061219585	0.12648780428364223
ARFIP1	0.11154094689477156	0.11596311224346216	0.11052701887714014	0.11010457899288296	0.10333305103631155	0.10682967703613132	0.10874716334094517	0.12668376129520326	0.10627069028315177
ARFIP2	0.11547285093420402	0.11768864181719589	0.12006855449020919	0.09226171657301335	0.10969014560660359	0.12490348911536955	0.10415261423975448	0.11065349545445362	0.10510849176919629
ARG1	0.12991348281912332	0.11829209100605936	0.11797168990112532	0.10037308240022527	0.10654564109234714	0.1161874544638761	0.10396618418322723	0.10856682679589187	0.0981835473381244
ARGLU1	0.1016240911808929	0.10905094746014238	0.1113039756070864	0.09052232418422286	0.12111171610299573	0.12176721919881735	0.1135669469037191	0.10508348966617645	0.12596928969594678
ARHGAP1	0.12039957045786777	0.11324056313404038	0.10157387159309274	0.12592083750803648	0.10370655758689327	0.1088440207392991	0.10121155846493682	0.11873956061941156	0.10636345989642182
ARHGAP12	0.10953577586157441	0.10445734726048828	0.11223400761065087	0.11020125847303584	0.11673145414523686	0.09946768679722391	0.10931332591181654	0.11975160634785294	0.11830753759212034
ARHGAP17	0.12070888366183297	0.11465082278595233	0.11851683071122299	0.10871462541652253	0.09323039758825238	0.10730724206790818	0.11083073758620228	0.10588484321386335	0.12015561696824303
ARHGAP18	0.1281928314669841	0.09146693046887253	0.10758117254259471	0.09455559332170926	0.10685577745299475	0.10790884695682176	0.11541052528960666	0.1434772056761933	0.10455111682422295
ARHGAP25	0.12134903179477532	0.10854478714538533	0.11094658008475264	0.1129853619766618	0.09733187323083739	0.10628988911215816	0.1092762739553645	0.12523885598270632	0.10803734671735858
ARHGAP29	0.08609408020892337	0.08791791375893387	0.1199535297882216	0.09419156823969266	0.13510762019221859	0.09248204137555333	0.12213087309543054	0.18042255997724546	0.08169981336378063
ARHGAP35	0.12713066888717917	0.10809912882455808	0.11119944542246168	0.11987902216194636	0.10767897200874448	0.10229045188321124	0.09874434130841493	0.11766275822021578	0.10731521128326829
ARHGAP42	0.1142572420802443	0.08680516525815812	0.12444042774528223	0.10769587945389386	0.11057347903664039	0.09924174400781727	0.12524284419375595	0.12003592284466995	0.11170729537953795
ARHGAP5	0.11342520276195238	0.11682296484621855	0.11582911963480844	0.0980006023105046	0.1272859114195894	0.1279419641874449	0.10270697611603814	0.11801292448496982	0.0799743342384737
ARHGAP9	0.13839290035712387	0.10506471042847432	0.1282532104173163	0.1455433587299243	0.16509695155013568	0.0692649666986399	0.12383507412198164	0.09526325969331562	0.029285568003088302
ARHGDIA	0.12949003648896976	0.1058889829286624	0.11679546492296618	0.11198564681806551	0.10806605405128387	0.09758257701248567	0.11071562678895537	0.1112140249426723	0.10826158604593894
ARHGDIB	0.13584260837432133	0.10249375440087849	0.10130199747543926	0.1312935546997727	0.10708382262663894	0.07164970790350741	0.10936792712288623	0.12125963697676963	0.11970699041978596
ARHGEF1	0.12164794191854084	0.11509787543976006	0.10784620769405504	0.1059012181716153	0.11578058782399521	0.10857628614990476	0.10388261932652233	0.11343068039874092	0.10783658307686549
ARHGEF10L	0.12372609477853497	0.11468999786225122	0.10783541062545977	0.10009898456349908	0.11581721577769738	0.1161799685615257	0.09903560254335061	0.10324152869819973	0.11937519658948155
ARHGEF11	0.1110295405727336	0.107662530461561	0.1034829469885844	0.10100906373421757	0.09390522630381587	0.11618457672930678	0.13204082764572572	0.09889280837967052	0.13579247918438456
ARHGEF12	0.1210183758851441	0.11738258604641408	0.10787422641683611	0.10726779780902351	0.10556382401754554	0.10077138891530198	0.09837653911796729	0.11543649412204608	0.12630876766972124
ARHGEF16	0.10666399189431267	0.09479423236485823	0.11673933275342621	0.14387581444812378	0.10094068765363529	0.1121994852132558	0.13359746952922286	0.07697155215923328	0.11421743398393183
ARHGEF18	0.12503181531913238	0.10670169459463993	0.08993074363804696	0.10140382038719419	0.11997074649412827	0.1225766035044368	0.13194297980397615	0.11664045115222031	0.08580114510622508
ARHGEF2	0.0841447207479671	0.09646429570291015	0.09985688307134043	0.1012586813552684	0.09233831289631253	0.12258638487227666	0.11906083738390084	0.1346471064938222	0.14964277747620178
ARHGEF26	0.12641856948777405	0.10799025064447801	0.08294780374334285	0.08331617708038994	0.14404200670426584	0.1394039125528196	0.18689592973281796	0.014718264500566736	0.11426708555354508
ARHGEF37	0.10164246922751939	0.11244280002205323	0.11317212144106341	0.10976748079296901	0.10423597678240594	0.10752918277989004	0.12616479222563204	0.11872293638553137	0.10632224034293561
ARHGEF40	0.12848081772127276	0.11366207398799101	0.11318492496561176	0.08893522064001001	0.12056002644440514	0.10225946781512558	0.10897735166274405	0.1183448998469157	0.105595216915924
ARHGEF5	0.12147189024314432	0.1309074452478929	0.12058095147251854	0.14582404113505393	0.11379528986384344	0.09717843782245433	0.09107179666100239	0.09065412232844873	0.08851602522564135
ARHGEF6	0.11298338408781973	0.11171600684417071	0.11336894462095942	0.1094514470087708	0.097096950704196	0.10196008032521649	0.12417880279972761	0.10949883967605978	0.11974554393307948
ARHGEF7	0.12149594985265534	0.1085286659706503	0.11077912754806946	0.10565052764588108	0.09843160794714001	0.10821150672096494	0.1170329481305876	0.12247063767487715	0.10739902850917414
ARID1A	0.11073058958616347	0.10818987198109567	0.10243385281061929	0.10278306091289402	0.12558811202430586	0.12363570946225283	0.12981167751789519	0.10012785003791135	0.0966992756668623
ARIH1	0.12675669217891816	0.12062300136017162	0.10308265961283126	0.10339024129854457	0.11045780687918842	0.1177212972594742	0.09038445165738569	0.1228297952014902	0.10475405455199586
ARIH2	0.12286111187622674	0.0943974725688547	0.12331652997003183	0.11040183671057151	0.12870606821097857	0.10567964914324281	0.09388820339213996	0.10139507087687115	0.11935405725108278
ARL1	0.10267164731245666	0.10625141777700071	0.11485968150027318	0.10076080359456413	0.1106070139200658	0.11690575537017016	0.12411712233531576	0.10385018104025183	0.11997637714990174
ARL15	0.11900919133135221	0.09639829903965334	0.09651933839874739	0.10571248118306617	0.12263940397545348	0.10970534285023827	0.11174753660194271	0.09234236276992341	0.14592604384962313
ARL2	0.10373096385892865	0.10267152288474057	0.10408492971767556	0.11194028112630852	0.11041151566960403	0.09700747672641274	0.14529995687889607	0.09283865745316033	0.1320146956842735
ARL2BP	0.13257349636067572	0.12398275190573074	0.11613883509978068	0.094717890386467593	0.14799044029208758	0.08948943778835872	0.12451844540220963	0.11537322205748779	0.05521548070720157
ARL3	0.12647096969095117	0.11471772448551733	0.11151558532313782	0.10563368873782462	0.09628731777024584	0.10506857501557329	0.10666894729146799	0.12140994418795804	0.11222724749732384
ARL6	0.10847791278846154	0.12753670792462649	0.1197274865864113	0.11546215258624284	0.11528926379719044	0.09802182667193667	0.10390336830067716	0.08340187155923383	0.12817940978521977
ARL6IP1	0.11234691591847262	0.11978056246786004	0.11174155450462694	0.12202236948979124	0.08391564634705212	0.10538152606633105	0.10813154796842181	0.10672169955327403	0.1299581776841701
ARL6IP4	0.09029041536924369	0.11055165149965879	0.12376667312956183	0.07625854624017572	0.11476571501629607	0.11198233994692551	0.12148134425686667	0.1135824575972863	0.13732085694398535
ARL6IP5	0.09292393737235281	0.1103190259180459	0.11700257447267179	0.10278649006882094	0.12316158340779577	0.11394529748560189	0.10093784570156657	0.15585457608842326	0.08306866948472104
ARL8A	0.1206301841722978	0.1048527369425585	0.10875405662596949	0.11060389731616391	0.11109476884279972	0.10126994779965008	0.10600131417194718	0.11684119340850775	0.11995190072010552
ARL8B	0.12202919166010734	0.10250249378447603	0.11272672420035874	0.108298126935003	0.10973821519795152	0.09664719370244801	0.13215706812189235	0.13877958947981842	0.07712139691794456
ARMC1	0.09393985556043515	0.09997062333690575	0.10353977629399515	0.1318355988732608	0.10595038916593859	0.09775651501016634	0.12879202395072595	0.1175625986678844	0.12065261914068795
ARMC10	0.12093637064223448	0.10058136565542043	0.10505025433651391	0.14640201763035793	0.09735102892622739	0.11247430805958734	0.1173069819851299	0.08607015430932292	0.11382751845520564
ARMC6	0.11018258194523922	0.10247299363878622	0.12426277875354162	0.1087628599273848	0.10252033171514296	0.09696396997072747	0.08842575681954139	0.10252426334686997	0.16388446388276634
ARMC8	0.10443967733331525	0.10931726884096035	0.11894407359813776	0.11231867780503814	0.10130810009787403	0.10252946712194254	0.09987131234673031	0.1256480559217221	0.12562336693427947
ARMCX3	0.09293114417449001	0.10789355558576241	0.12433421341757447	0.08650970558667018	0.13051330511398693	0.12976385626819537	0.09479189112603519	0.14260451939069457	0.0906578093365909
ARMH3	0.10520905649832685	0.11022186159724769	0.10895661439075675	0.10363898790583112	0.09252113356982479	0.10965321461682806	0.1088054487363267	0.12834778294516191	0.13264589973969618
ARMT1	0.12253797015806757	0.11428751642977013	0.11108005034106479	0.09731861625597789	0.11223728177424665	0.10692555434381103	0.10911424606830883	0.11948150649635715	0.10701725813239595
ARNT	0.09835149105911241	0.14065759095007474	0.14118261894535458	0.15829839234937543	0.09470807021195551	0.06672715049269219	0.08636901639650438	0.13628946384869725	0.0774162057462336
