Protein.Group	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	Genes
Q6Y7W6	-0.4074532755243805	-0.7407870409516604	-0.0741195100971006	11.791530373752941	-2.464156030481617	0.017750501724311057	0.1815561828018122	-3.4341429040849927	GIGYF2
Q5K4L6	-0.29765901230561603	-0.5289634671182348	-0.06635455749299718	16.48218297705148	-2.5559895377382125	0.012235351133255029	0.151257732814897	-3.437662708971027	SLC27A3
Q9Y520	0.3457086614158481	0.06541334687674638	0.6260039759549498	13.429162737742141	2.474283334545921	0.01661216471849683	0.17646344178530377	-3.437682781192246	PRRC2C
O14776	-0.39342082539015194	-0.7071514700090629	-0.07969018077124101	14.903672396999175	-2.504000570479262	0.014775592294879326	0.16554495840907563	-3.453341612589999	TCERG1
Q9UH62	0.43084074894403923	0.07220142150022352	0.7894800763878549	12.926855193021463	2.421745823563564	0.019676349449873988	0.1914789892179166	-3.462446249441581	ARMCX3
P21266	-0.3857901354059438	-0.6970651695146722	-0.07451510129721539	15.332977395750131	-2.477034342708869	0.015961913016042748	0.17259135153219557	-3.470294161327968	GSTM3
P34913	0.1946370550600965	0.04384356518168783	0.3454305449385051	21.503355019743736	2.559729676029621	0.011918816040084037	0.15069057179245768	-3.473040637032002	EPHX2
Q15370	-0.35521509877163365	-0.6395495214318818	-0.07088067611138543	13.500817353595469	-2.4945717363226088	0.01513813633451419	0.1679494864995288	-3.477244917402497	ELOB
Q15233	-0.4522395773786858	-0.8056250493265765	-0.09885410543079509	18.732293012835047	-2.541447442354351	0.01270167903654879	0.15286897101938227	-3.4792277708975217	NONO
E9PRG8	-0.5696115667678036	-1.0336066290250576	-0.10561650451054938	13.160865969223732	-2.4638744279522458	0.01711614262263395	0.17882693795304058	-3.48561025282746	C11orf98
Q9NYU2	0.16189501876059195	0.03586011630854183	0.28792992121264205	20.079504168289432	2.5473805455537013	0.012322577691969976	0.151257732814897	-3.502442993756652	UGGT1
P49327	-0.21177365163073533	-0.3767343477663364	-0.04681295549513423	24.436727768370808	-2.545907470883561	0.012371552319566593	0.151257732814897	-3.5059419238954663	FASN
P61011	-0.21006906628455818	-0.37543994370980793	-0.04469818885930843	16.25090120984351	-2.5242013320504175	0.013377722329675932	0.15604288443450762	-3.510063291866093	SRP54
Q9UJM8	0.33914542166938183	0.07459390124437493	0.6036969420943887	22.988314168953938	2.542300411172245	0.012492213847626452	0.15195885844648463	-3.514502094113188	HAO1
P20962	-0.45054180478278577	-0.8027420703516395	-0.09834153921393207	19.024811318856315	-2.536860499185274	0.012676187054100124	0.15286897101938227	-3.527391724652782	PTMS
O60739;P41567	-0.27148845076963185	-0.48528048930710244	-0.05769641223216124	15.88886285538629	-2.52115498609803	0.013369749804967608	0.15604288443450762	-3.5288785387415857	EIF1;EIF1B
Q8NC51	-0.23916553569738003	-0.42671486192378383	-0.051616209470976226	18.19737931269892	-2.5298066943267217	0.01296436647179743	0.15493555158927036	-3.532853502494708	SERBP1
P06133	0.22290352739358865	0.04847321370666874	0.39733384108050857	21.916088136188133	2.534230714749291	0.012765993517477302	0.1531020208469285	-3.5336141619555974	UGT2B4
Q9NR19	-0.24606039761900458	-0.4409717101865467	-0.05114908505146251	17.484611943534837	-2.5077998840711384	0.013929295816555021	0.1613713658203619	-3.543479347501642	ACSS2
O94911	-0.4867198496396175	-0.8912271758833412	-0.0822125233958938	15.436578328561552	-2.4138355214248044	0.019301146157760723	0.19069300859531405	-3.558696171942195	ABCA8
P08865	-0.16290316453374834	-0.290967747199095	-0.034838581868401636	21.359867044845352	-2.5226189466937874	0.013169399429818653	0.155746439090147	-3.561021207014736	RPSA
P01042	0.31751816641518443	0.06521135137624773	0.5698249814541212	16.323403017354643	2.4995603632610073	0.014215330612672527	0.16247455055960613	-3.570151798190974	KNG1
P40429	-0.24469547119302534	-0.43738082984166615	-0.052010112544384535	19.813294893244613	-2.518421316983461	0.013318020544950774	0.15604288443450762	-3.570901475325209	RPL13A
Q9Y2S6	-0.20144217179124213	-0.36141788651332485	-0.041466457069159385	16.90518825768308	-2.5003232999341023	0.014147813420560786	0.1622473148499328	-3.580364186584223	TMA7
P56192	-0.2017009357560213	-0.3623023416010821	-0.0410995299109605	16.515161918601898	-2.4930984624273353	0.014382578885120732	0.16329021227573737	-3.603836005221964	MARS1
P68104	-0.2166331580091826	-0.38866163732858705	-0.04460467868977813	21.289518833863244	-2.4973289479622776	0.014087820570270231	0.162106832813633	-3.620328124471984	EEF1A1
Q9UHX1	-0.30389935399802764	-0.5504518789158014	-0.057346829080253875	16.509608410235494	-2.454112028182742	0.016364037888774954	0.17515701098861694	-3.6205051328516484	PUF60
P09651	-0.5773262650856273	-1.0374195131487123	-0.11723301702254235	21.097353279805937	-2.4890158856961424	0.014434039416500087	0.1633300274172734	-3.631667129726717	HNRNPA1
P14866	-0.476510732649511	-0.8596936997110027	-0.0933277655880193	18.31252173583146	-2.4692571675199524	0.015352683875397403	0.16820295903248106	-3.6485688367180575	HNRNPL
Q66K14	-0.3788749320428813	-0.6871163061804062	-0.07063355790535647	14.36594721941355	-2.445811943841531	0.01663087633971888	0.17646344178530377	-3.6489015986041258	TBC1D9B
P16435	0.158827690494426	0.032016588264481144	0.28563879272437087	21.96994471802699	2.4838199693329406	0.014601548303090238	0.1642380447475817	-3.6517911432426393	POR
Q96NU7	-0.24409339688987125	-0.43900091897007065	-0.049185874809671876	19.83642637658435	-2.4835825623830345	0.014610724474021506	0.1642380447475817	-3.6523427239157726	AMDHD1
Q13310	-0.18069352707218858	-0.3255114126294655	-0.03587564151491168	17.902577872573207	-2.475281761222928	0.014984227528382502	0.16678522536493726	-3.6563189876790125	PABPC4
Q96LZ7	-0.2008290824306154	-0.36243410705866586	-0.03922405780256494	17.447082524582385	-2.4665787039580076	0.015402998131395734	0.16820295903248106	-3.6703523647360528	RMDN2
P53621	-0.16702116536128714	-0.30083833997123255	-0.03320399075134173	20.25785963839152	-2.4752030098122386	0.01493792954196759	0.16678522536493726	-3.671781482245921	COPA
Q86YN1	0.2875044038750013	0.05006876117226272	0.5249400465777398	14.731781091319963	2.4140674577661168	0.018334335576443306	0.18585341361120805	-3.676497289901583	DOLPP1
Q15629	-0.42414968697979755	-0.7824325754161245	-0.0658667985434706	15.485676489035148	-2.371903079068036	0.02118507410729926	0.19768866413551037	-3.678378814788564	TRAM1
Q01130	-0.3975065122796973	-0.7306343765771544	-0.0643786479822403	15.72251617652397	-2.3855989071024397	0.020141204875023175	0.19269928034923858	-3.681607388000901	SRSF2
P82979	-0.370011020145455	-0.6718091338293588	-0.06821290646155126	17.311689761282715	-2.4382532921774205	0.01687689315280411	0.1774157348100333	-3.6843732794360267	SARNP
P62310	-0.4822079241716843	-0.8711123651192367	-0.09330348322413179	16.23808572404183	-2.4603843008028026	0.015618276359464098	0.1694135327399195	-3.6868681657634665	LSM3
Q96HR9	0.21669421705450903	0.04260054716774364	0.3907878869412744	20.26149463542352	2.4683998538176515	0.015208380043323078	0.16818098190765715	-3.6875205096245853	REEP6
O14745	-0.17399730570122832	-0.3140550530040267	-0.03393955839842991	19.290198651673705	-2.464266079650517	0.01540790464419674	0.16820295903248106	-3.688393261414105	SLC9A3R1
Q99489	0.37690684633961496	0.057793784821054794	0.6960199078581751	14.776005210280427	2.364602186968588	0.021441743901681833	0.198051356259451	-3.6946800211231796	DDO
O75674	-0.31886299545344543	-0.5801507717537913	-0.057575219153099655	14.344403561916517	-2.4269772764918733	0.017373949790626758	0.17986526743730924	-3.6954243196568917	TOM1L1
Q9UPR5	0.4300958601947891	0.05335752551913048	0.8068341948704478	17.118549226059876	2.2999451526717025	0.026187907355530643	0.22299003113234345	-3.6963563167021065	SLC8A2
Q15056	-0.18564572815932284	-0.33502715643397596	-0.0362642998846697	18.57062138409901	-2.4645607267517535	0.01536292258924986	0.16820295903248106	-3.6963853311399317	EIF4H
Q9BZE9	-0.280632892182495	-0.5111826920099389	-0.05008309235505107	13.805288038631014	-2.4225631031815897	0.017683193532675154	0.18141252160328789	-3.6966659992017656	ASPSCR1
P11142	-0.11786868525551594	-0.21281139287623552	-0.02292597763479637	23.225648636478805	-2.461999708845865	0.015466793651764397	0.16830638714987073	-3.7022920992309736	HSPA8
Q9NWH9	-0.37229199154485676	-0.6908346095033557	-0.05374937358635784	15.568078908262772	-2.3479550206565993	0.02290816968572942	0.20425451819265553	-3.7102561449188975	SLTM
Q9NVT9	0.26208615553330705	0.04234342724121362	0.48182888382540046	14.460833650838971	2.3796162040514983	0.02011722888560816	0.19269928034923858	-3.716725071667517	ARMC1
Q13148	-0.3931571653027466	-0.7156229657566666	-0.0706913648488266	17.41749678127205	-2.4231042297087804	0.017446958125749756	0.18004501656524227	-3.727990326404096	TARDBP
P27708	-0.3918539043970904	-0.7224075454227332	-0.061300263371447505	17.119553744169604	-2.3677866757507644	0.020899545925471268	0.1966404790667269	-3.7281673636097605	CAD
P24539	-0.18648992504819153	-0.3377084677180055	-0.03527138237837757	19.96119536287982	-2.4459722327928675	0.016147948893871247	0.1736500111824531	-3.7330130621194955	ATP5PB
Q9P287	-0.490227649945295	-0.9166237796416592	-0.06383152024893085	14.413008390178081	-2.316202785248993	0.025203139228603327	0.21862713711624557	-3.7356396784329466	BCCIP
Q9NYF8	-0.3866564678357934	-0.7049870199747388	-0.06832591569684804	16.910318831357873	-2.4151953253104734	0.01788089462013017	0.18234229663521964	-3.739916833558086	BCLAF1
Q00266	-0.23700562338135808	-0.42922040811792	-0.04479083864479616	22.776743785368602	-2.445248672827953	0.01616178906190183	0.1736500111824531	-3.740792430401941	MAT1A
Q92616	-0.16999723725174695	-0.30818989909100514	-0.03180457541248877	18.513195249160788	-2.4395406104542046	0.01640489915013764	0.17515701098861694	-3.7538583930278797	GCN1
P46063	-0.44505758964455855	-0.828500204625093	-0.0616149746640241	13.718804863890671	-2.3274491068594845	0.023749186005468582	0.20955887962338338	-3.76599483669199	RECQL
P27797	0.1850100699574202	0.03399445467753562	0.3360256852373048	21.85471686306068	2.429543514033817	0.016838543965524227	0.1774157348100333	-3.776676656006819	CALR
P31213	0.3839481910893227	0.06048874804346194	0.7074076341351835	15.377169294237694	2.3659240879512278	0.020657231958216053	0.19542409104712877	-3.777830632289899	SRD5A2
Q96AQ6	0.2600962196403969	0.04684279767877653	0.4733496416020173	16.259041164840426	2.4201904225717494	0.017343450597286432	0.17986526743730924	-3.778803979881786	PBXIP1
Q96Q06	-0.37453111073452816	-0.6848769334645142	-0.0641852880045421	16.09505080834249	-2.3984549013065712	0.018586367178648977	0.18729339233869352	-3.785883760691819	PLIN4
O75643	-0.3185434417000761	-0.5819540774798035	-0.05513280592034858	18.51548329497712	-2.4022796598628076	0.018334017420012325	0.18585341361120805	-3.787791465348725	SNRNP200
Q8N490	0.3350779484756358	0.04919427112866448	0.6209616258226072	14.28114519239393	2.34040225610616	0.022314794555315647	0.20106928638996058	-3.7884123814664736	PNKD
Q15366	-0.18469376049333977	-0.335834320267667	-0.033553200719012494	19.59972098814673	-2.4233847380211735	0.017110747719320477	0.17882693795304058	-3.7906924708401486	PCBP2
Q8TBG4	-0.4417630393431088	-0.8166822319529057	-0.06684384673331195	15.709474895845371	-2.3521403504755134	0.0216309760800105	0.198051356259451	-3.7947631455141333	ETNPPL
Q08623	-0.36692663187572694	-0.6952562696951726	-0.03859699405628125	13.512227727326879	-2.263184002607546	0.02948525706494227	0.2377348021876187	-3.795751695153746	PUDP
Q9Y2W1	-0.39009240629332786	-0.713722215912833	-0.0664625966738227	17.888211098354773	-2.3948195393130005	0.018711393081341697	0.18730405027338334	-3.7998016775885564	THRAP3
P46783	-0.18393614246083384	-0.33470650929724904	-0.033165775624418636	19.916200710263922	-2.4193697906617757	0.01729030134635009	0.17986526743730924	-3.799812411855431	RPS10
P14854	-0.35826806299445846	-0.6547660741284931	-0.061770051860423836	18.031704711539593	-2.4003496797817245	0.018425007247334268	0.18621832250569886	-3.800695129147686	COX6B1
P07902	0.21212195893134844	0.037926004640655014	0.3863179132220419	18.98476177807386	2.4151758717859293	0.01749703478658109	0.18004501656524227	-3.8068761503449116	GALT
Q13098	-0.24129205353351568	-0.44204700057607005	-0.04053710649096132	15.859736208146643	-2.3879794103381244	0.019041431392789042	0.18963484012818563	-3.8173977285052683	GPS1
Q13501	0.45854517396909333	0.06747827480514601	0.8496120731330407	15.909900021777883	2.337662893564438	0.022204153287086054	0.20106928638996058	-3.8213843116856796	SQSTM1
Q5TIE3	0.9405243596276498	0.061780412924643646	1.819268306330656	15.674126310965727	2.176100908438986	0.03667823034455003	0.2727643068854528	-3.8319163642309797	VWA5B1
Q92878	-0.34189264623446786	-0.6321217158033434	-0.05166357666559235	15.740763572794895	-2.3479933611497	0.021602764566888658	0.198051356259451	-3.8324199818276186	RAD50
Q8WW12	-0.405740842139182	-0.7536707327210994	-0.05781095155726457	13.473838994981552	-2.329256547475386	0.022984458950787916	0.20439965322815573	-3.8370281466275515	PCNP
O60502	-0.3100634114283529	-0.5733515113887575	-0.04677531146794833	15.525687590115684	-2.345715575187172	0.02161487775043961	0.198051356259451	-3.841053896240867	OGA
Q969Q0	-0.23976745034274727	-0.44982646477368404	-0.02970843591181052	15.44825358459788	-2.287861192921163	0.026043713981611854	0.22231801960243103	-3.8423114271915195	RPL36AL
Q9UHJ6	0.24330317677628793	0.0398809072863405	0.44672544626623534	16.668133412136523	2.376310016755854	0.019616441598751633	0.19144298018724373	-3.844137922717988	SHPK
P17612	0.2550283758565664	0.043282136482594324	0.4667746152305385	16.485512342073257	2.389925185116757	0.018752401979807317	0.18730405027338334	-3.8477722905196705	PRKACA
P62280	-0.19189840501123692	-0.3521650034890803	-0.03163180653339351	17.935713758320794	-2.376266468581558	0.019441040801246208	0.1908247405447971	-3.8665306322282422	RPS11
Q16630	-0.31022297519348746	-0.5750533023703952	-0.04539264801657977	17.388183204337388	-2.3332555228651546	0.02229631119957896	0.20106928638996058	-3.8691052378520996	CPSF6
P04196	0.2541074095071407	0.043087540519998024	0.4651272784942834	17.486567802132015	2.3880595403567306	0.01874901096172186	0.18730405027338334	-3.8704706378896536	HRG
P62312	-0.34645145033963587	-0.6372126209393217	-0.05569027973995	16.3991772668814	-2.366285990768584	0.020051584712743636	0.19269928034923858	-3.8763195915671336	LSM6
Q71UM5	-0.2149935509965655	-0.39445058127928867	-0.03553652071384231	18.67446452959875	-2.377258796231369	0.019371632699347816	0.19069300859531405	-3.878437479535701	RPS27L
Q14249	-0.2870970830475575	-0.5277061467332841	-0.04648801936183086	15.611604442118754	-2.3689533603061492	0.019871296378664624	0.19269928034923858	-3.879643150938962	ENDOG
Q9NR77	0.28309362255713705	0.04689094127950072	0.5192963038347733	19.55786535502804	2.3773738156782	0.019308006064268628	0.19069300859531405	-3.8862628844109572	PXMP2
P21695	0.19506939946271185	0.032270985457775625	0.35786781346764807	21.074884829347887	2.3762391574072206	0.019327491562982003	0.19069300859531405	-3.8969319951594117	GPD1
Q96AG4	-0.23908388803071706	-0.4389270448680266	-0.03924073119340751	16.90444329910132	-2.372532658232819	0.01951211554258845	0.19097202740820765	-3.9052052498408005	LRRC59
Q13573	-0.4304080806434274	-0.8024360783243606	-0.058380082962494195	15.812751481567224	-2.3070730262333434	0.023988386185958832	0.2101865377971012	-3.905822624801142	SNW1
Q9HBK9	-0.26711109856941134	-0.4959947971209845	-0.038227400017838226	14.424281986944084	-2.3235452384423723	0.022769874447380645	0.20355431067658392	-3.9086163495118034	AS3MT
P09661	-0.4180232856794188	-0.7726183213380626	-0.06342825002077501	18.410309676205834	-2.3425493050372883	0.021393205419393692	0.198051356259451	-3.914688774044543	SNRPA1
Q8WV93	-0.5963970096519705	-1.1488736680016112	-0.04392035130232985	11.57918969252911	-2.188097001493349	0.03512688312927802	0.26646361678913355	-3.915053157784659	AFG1L
O00763	-0.14714242444976636	-0.27073487263614454	-0.023549976263388187	19.233025027065306	-2.361555654660452	0.020105483805606436	0.19269928034923858	-3.920667383075556	ACACB
O75251	-0.30556011230094	-0.565918978817429	-0.045201245784451005	16.468215407474716	-2.333617062356466	0.02198829822276193	0.2007832272030218	-3.921426623725207	NDUFS7
P51888	-0.5205298490013569	-0.9722997479578649	-0.06875995004484892	17.4748519485292	-2.297096085002691	0.024540503446931743	0.21432039676987052	-3.925863143518323	PRELP
Q13247	-0.47014688398774107	-0.871455003633604	-0.06883876434187813	17.77055920840866	-2.329490361536671	0.02221668578679221	0.20106928638996058	-3.928539562168465	SRSF6
Q7Z4V5	-0.34649475719817024	-0.6529578516657051	-0.04003166273063541	15.651007902470132	-2.263534542366215	0.027387364830019634	0.2291925420418842	-3.9366866430818868	HDGFL2
Q13838	-0.5122747199867371	-0.9446660553981687	-0.07988338457530547	19.75221784576871	-2.350624606517674	0.0207128880998278	0.19542409104712877	-3.9378310386385498	DDX39B
P33121	-0.16974750471018382	-0.3125339044857768	-0.026961104934590863	23.504346158366754	-2.3575869905883957	0.020272525975011363	0.19341239067475827	-3.93844803618786	ACSL1
O43395	-0.386316770227413	-0.7307914891822597	-0.04184205127256635	14.11786179430292	-2.247848188739256	0.02864631228484848	0.23397923175586074	-3.9445225265125585	PRPF3
P04424	-0.18416152349670392	-0.3392770459954068	-0.02904600099800103	23.10488862438365	-2.3544789383269604	0.020433913890397212	0.19440757181757792	-3.9453374533603207	ASL
P36551	-0.21254426186747774	-0.3939604930628063	-0.0311280306721492	15.775104432652144	-2.3273486437119137	0.022175253191187645	0.20106928638996058	-3.9533068559106574	CPOX
Q68CK6	0.17818861953669526	0.027870841470043983	0.32850639760334654	22.747075861900623	2.350827630730138	0.02062496219892639	0.19542409104712877	-3.9534206591891587	ACSM2B
P83731	-0.26999152278768385	-0.49911717999376737	-0.040865865581600325	18.420692763932006	-2.338531363486167	0.021399910443124504	0.198051356259451	-3.957556222279412	RPL24
O43294	-0.5964867461323634	-1.1705391025379874	-0.02243438972673939	13.076210880622279	-2.1264837906308642	0.04222425429875137	0.2961858264106333	-3.9610613771199352	TGFB1I1
Q9Y6A4	-0.43683690262479563	-0.8466719879878809	-0.02700181726171036	14.061384219577091	-2.162579492837744	0.037373009374569756	0.2737472471608271	-3.97078160667963	CFAP20
P32929	-0.24636994842378876	-0.45490852259341796	-0.037831374254159555	20.403892518343863	-2.342893263580386	0.021045570059640792	0.1974689025430759	-3.970946833705924	CTH
P28288	0.2409514476167294	0.036868087673361805	0.445034807560097	20.213858165982174	2.3416562428257155	0.0211307538689591	0.19768866413551037	-3.970968624344852	ABCD3
Q9BYE9	-0.5095547968836529	-0.9969369964675043	-0.022172597299801533	15.969164571817105	-2.12565392523146	0.0409686865151526	0.29320831972406125	-3.978935543557871	CDHR2
O95167	-0.33151779862668085	-0.6318853849160018	-0.031150212337359928	14.572219833449712	-2.2131871743278664	0.031163961059847516	0.24627482916436344	-3.9888419876474615	NDUFA3
Q96AB3	-0.27140453738809817	-0.5020650901985348	-0.04074398457766146	18.92007851378503	-2.333699708246554	0.021561492747144983	0.198051356259451	-3.9890119951624414	ISOC2
Q9BPX5	-0.2762308671656204	-0.5126140110041686	-0.039847723327072204	15.959921298954585	-2.318531702127705	0.022464782726165644	0.20135539464557942	-4.01333148517741	ARPC5L
P51991	-0.44468447278544565	-0.8269868969331476	-0.06238204863774366	20.516248411227366	-2.308703422307663	0.023091950523406905	0.20482079031959352	-4.018003792923733	HNRNPA3
Q9NPF4	-0.42771618993649907	-0.836911082455128	-0.018521297417870064	12.82021853074332	-2.127620304656735	0.041025967560035036	0.29320831972406125	-4.021181074510577	OSGEP
Q13242	-0.36691099737865246	-0.6958241885721098	-0.037997806185195104	14.91679636843972	-2.2287948983765706	0.029369501454687925	0.2377348021876187	-4.025831701316896	SRSF9
P54136	-0.10373425817218779	-0.1925072585255807	-0.014961257818794857	20.149717749610762	-2.3173545130898976	0.022451325657937917	0.20135539464557942	-4.026997795010527	RARS1
O43670	-0.38168819561956785	-0.7217471359552667	-0.04162925528386896	15.343212913192456	-2.2406089154244917	0.028392060667004896	0.2330201412814908	-4.028356381277679	ZNF207
Q70E73	-0.32686946215520424	-0.6169489134247852	-0.036790010885623226	14.416880142871104	-2.2459774819286937	0.0277493382909558	0.23052255175364744	-4.034822982499861	RAPH1
O43676	-0.4428677247807937	-0.8340348966427944	-0.05170055291879305	14.260725250951602	-2.255601527291215	0.0270278612563358	0.22674112177113234	-4.038892824109716	NDUFB3
P02749	0.31429224417798685	0.04254692220043371	0.5860375661555399	15.864872609857853	2.2955926245463183	0.023861908258254374	0.21000945614370647	-4.051776745329894	APOH
O43837	0.28292169183251054	0.02083584190106419	0.5450075417639568	14.234273057751835	2.167613492687104	0.03491890455830881	0.26547720742321385	-4.057904838769144	IDH3B
Q96EL3	0.27170641607055723	0.02397343824423101	0.5194393938968834	14.552466389483655	2.194955763826633	0.032142224210970294	0.2510926964737725	-4.074404925215399	MRPL53
Q8N0X4	0.15315968503318134	0.020573384212688478	0.28574598585367417	19.33788587484204	2.291384775327966	0.02400545014770181	0.2101865377971012	-4.07444023921575	CLYBL
P54819	0.19809016485196532	0.026956577185624275	0.36922375251830636	21.88251219669959	2.2955080984351963	0.023718898268972645	0.20955887962338338	-4.074506267811419	AK2
O14979	-0.3580211898989167	-0.6730029219107314	-0.043039457887102006	16.88739659508966	-2.2601052678639717	0.026383612554604773	0.22326610856918944	-4.075519674628579	HNRNPDL
Q9UNE7	-0.3924430496158195	-0.7416457798855205	-0.04324031934611844	15.88578966195178	-2.238014393875127	0.02812583676011625	0.2314759448594623	-4.085392513473932	STUB1
Q8N9L9	0.2648176684104397	0.03246656820420227	0.49716876861667714	16.362292402745744	2.2634113101760875	0.02594638316477733	0.22204367100309447	-4.102371775295316	ACOT4
Q9Y4P3	-0.2628497211874644	-0.4942042825132783	-0.03149515986165055	15.322787594307048	-2.256927752668908	0.02641698231162165	0.22326610856918944	-4.103234239774982	TBL2
P50454	0.3133029242775503	0.03725934615339349	0.589346502401707	16.47168569775863	2.254295442071541	0.026561845471802868	0.2233818411776804	-4.107947039640876	SERPINH1
P19474	-0.4491048022637712	-0.8879517325638795	-0.010257871963662901	13.502796967011014	-2.07844186690983	0.04515407611288786	0.3069756152504911	-4.10874601062792	TRIM21
P42166	-0.3023859877003856	-0.5669038958824217	-0.03786807951834953	17.81254395940059	-2.2683919092073372	0.02548605204548893	0.21976074244793745	-4.115579316868153	TMPO
P22061	0.19298755631081002	0.024611267780732637	0.3613638448408874	17.625643682288754	2.273262412652384	0.02509430670331213	0.21859644151273944	-4.116108677888768	PCMT1
O43895	0.5084223110159918	-0.0080827601240403	1.0249273821560239	13.831748160491186	1.9991862602709798	0.05349327004054626	0.3404964964003102	-4.119070867105738	XPNPEP2
P35268	-0.15790340740901504	-0.2958014823675723	-0.02000533245045777	20.20186812524408	-2.270829195315576	0.025226208128797566	0.21862713711624557	-4.127686201786162	RPL22
O60506	-0.2561932587184301	-0.4800833553454873	-0.03230316209137285	19.827641868030568	-2.269258573788468	0.025324922992400713	0.21892560333024577	-4.131053125380189	SYNCRIP
O00116	0.2805553629645772	0.026692452424514235	0.5344182735046402	15.738881800297943	2.201280471922255	0.030768116771183046	0.24485094795011553	-4.135235051133671	AGPS
Q02978	-0.1705824306912081	-0.31991673806624005	-0.02124812331617615	17.680993097323505	-2.2653007952390487	0.02557517814850524	0.2198923704419949	-4.139528034301508	SLC25A11
P21549	0.29884528585938563	0.037124387472827036	0.5605661842459442	25.800383236307166	2.264431449546337	0.025630437776122127	0.2198923704419949	-4.141387798984876	AGXT
O43598	-0.4046140535847905	-0.7969253428859773	-0.012302764283603773	13.756560044877478	-2.081976418091294	0.043536601315453866	0.2989630324202336	-4.141765448854931	DNPH1
Q9Y237	-0.21035857860615415	-0.3954870512005382	-0.025230106011770143	16.67654296127885	-2.2541938385331597	0.02635263502528519	0.22326610856918944	-4.152584808124772	PIN4
Q9UBE0	-0.45660590306271015	-0.8955059825828497	-0.017705823542570498	15.255670956401586	-2.0946070474768117	0.04179297523597991	0.2947140241278418	-4.153393170102046	SAE1
Q9BT78	-0.26385014790084316	-0.4987560606333686	-0.028944235168317733	15.7337151483265	-2.2316043946439317	0.028135948670527714	0.2314759448594623	-4.155390309668599	COPS4
Q9NQG5	-0.3232918390755447	-0.6144470463569827	-0.03213663179410681	17.128058308028677	-2.2090584197643772	0.029974433765424465	0.24021863860008405	-4.165609620942924	RPRD1B
Q96GK7	0.18745008345937844	0.022267777811244893	0.352632389107512	20.060983852426208	2.2504702969732397	0.02653233398492291	0.2233818411776804	-4.171166020742046	FAHD2A
P07910	-0.4805100279767305	-0.9082907732465652	-0.05272928270689581	20.29184029312788	-2.2294844935813702	0.028098555774268702	0.2314759448594623	-4.186908785879398	HNRNPC
Q9NP92	0.46300706384428963	-2.3064863086502685e-4	0.9262447763194444	13.878754660488001	2.0207211967374135	0.05010875972942889	0.32570693824128777	-4.189129417344743	MRPS30
Q9BVL4	-0.16965357710776138	-0.32016901633592915	-0.01913813787959362	17.515595150577663	-2.236074245484754	0.027556000063973688	0.22978584177330236	-4.190255746416577	SELENOO
O00142	0.23097829522899208	0.021754201833381892	0.44020238862460226	15.960314679900575	2.195924353058414	0.030901776345620274	0.24522144281949745	-4.192847077991148	TK2
P35080	-0.34739914766925584	-0.6786161010202273	-0.016182194318284382	14.207192067422035	-2.104123360563659	0.04016580768861295	0.29045592566330297	-4.196939372531182	PFN2
P62910	-0.27590534422743473	-0.5234487708746184	-0.028361917580251056	16.854997274195465	-2.2140983941769647	0.029331891611298937	0.2377348021876187	-4.198549869615808	RPL32
Q8NI99	-0.5585170286387366	-1.1247839876454777	0.007749930368004532	14.455876504318777	-2.012694412219236	0.05302146629518833	0.3394569815816005	-4.199638729434222	ANGPTL6
P00338	-0.1725411791764871	-0.32566746497001514	-0.019414893382959042	22.836722944510186	-2.2345711335105554	0.027593191217052455	0.22978584177330236	-4.2048748198822645	LDHA
O15347	-0.5161098905227882	-0.9864746086097207	-0.045745172435855797	16.363778985864254	-2.1837791722921738	0.031923155390051416	0.24995463737589682	-4.2078560314032565	HMGB3
P35557	0.3835894248733025	0.023291644166173686	0.7438872055804313	15.80413638837715	2.1277972205976887	0.03729948968829992	0.2737472471608271	-4.21462930500169	GCK
Q8N5L8	-0.40861435698879695	-0.7943410815425862	-0.022887632435007743	12.518349164850685	-2.120813765522076	0.03825501848446283	0.2796064226568249	-4.214676674712411	RPP25L
P51665	-0.16535098138281024	-0.31242046677826685	-0.018281495987353596	17.632431039919606	-2.2296432235903945	0.027929450953360892	0.2314542821098472	-4.215278818739628	PSMD7
P05386	-0.28475843854698896	-0.5622914490571091	-0.0072254280368688195	17.114718945901256	-2.0645949131562897	0.0445530889931196	0.3037805682533028	-4.219369069596053	RPLP1
Q86U42	-0.4356769847697362	-0.8272509239327478	-0.04410304560672462	17.492581840446512	-2.208973733784579	0.029591041459034226	0.2377348021876187	-4.221900007866371	PABPN1
P00568	-0.14729220977944385	-0.2788078660188953	-0.015776553539992383	18.30794071720801	-2.221542028766801	0.02853331826455513	0.23361654329104511	-4.223586850501051	AK1
Q92685	-0.43767324029541205	-0.8597783437856983	-0.01556813680512581	12.001551339337245	-2.0810500275356265	0.04241090793493972	0.2961858264106333	-4.227592655623228	ALG3
P63279	-0.35499898313787454	-0.685906870177435	-0.024091096098314058	14.468278106058888	-2.1409803541453867	0.035885306572596296	0.2707261633347821	-4.233547646172848	UBE2I
Q92945	-0.410585370776983	-0.7796346226876747	-0.041536118866291216	19.611998634203164	-2.208220184551536	0.02959470232752505	0.2377348021876187	-4.237564612314589	KHSRP
P55060	-0.22436992130017275	-0.4253961719061135	-0.023343670694231988	17.860565259584632	-2.213670917507016	0.02906567734370593	0.23683659577191962	-4.242418557991219	CSE1L
