Genes	Bin_1	Bin_2	Bin_3	Bin_4	Bin_5	Bin_6	Bin_10
FBL	0.11829419064389013	0.1322195825254676	0.14700593536953788	0.14124745904624642	0.16429893383851826	0.1453702343615766	0.15156366421476314
FBLIM1	0.12056329364600933	0.1337575245522765	0.12616354205541144	0.10809168673275818	0.16760183102961737	0.18470440770300897	0.1591177142809182
FBLN1	0.11458000082545217	0.13179173902460561	0.15398114069871588	0.13027774501658132	0.14827570985338395	0.1729744567820951	0.14811920779916601
FBLN2	0.11641815562075034	0.13279321819426787	0.12037719723063856	0.11655462638030524	0.1686308755030004	0.17415792740151717	0.1710679996695204
FBLN5	0.10114298823139702	0.10542023889455246	0.11692457008998274	0.18102238894702463	0.20041949316920155	0.1764397674705787	0.11863055319726298
FBN1	0.10007655938813578	0.11921401796280492	0.14157900985446709	0.15722877093963833	0.16731782849285246	0.23747774478401074	0.07710606857809064
FBP1	0.18318939020480715	0.14961892816205766	0.14339261748040186	0.12999613888623784	0.14604387854795925	0.11980213313945073	0.12795691357908548
FBP2	0.18391076019271999	0.14903722340599726	0.13704506435109884	0.12293054251236255	0.15031260231187485	0.13621367920643154	0.12055012801951501
FBXL18	0.1555795791899488	0.14764445328206022	0.140825993754929	0.15502633240374394	0.12439706397107753	0.1594904848252657	0.11703609257297475
FBXL20	0.13396907519675302	0.12799484192054963	0.1598551955496628	0.1068401314627129	0.10982318240499352	0.15239235081032326	0.20912522265500483
FBXL8	0.11906807892470989	0.1443168660611246	0.16925564641680294	0.141925331308529	0.13793277951141497	0.14072517526913406	0.1467761225082846
FBXO17	0.1445308265050755	0.14205846145775416	0.14073669330606361	0.14264464196991494	0.2129446706942351	0.07006809587520253	0.14701661019175416
FBXO2	0.08602844135241305	0.11212970275311	0.15716694949807442	0.13112499259166685	0.15747390044340598	0.1967703107481187	0.15930570261321103
FBXO22	0.1357730630495939	0.13521473563592679	0.1488275735532065	0.14962930198853075	0.15987847956934897	0.1284706132953512	0.14220623290804185
FBXO3	0.14464449014926745	0.15277776796224743	0.1481345012050804	0.1416732741493583	0.12139387937774006	0.21407121721173386	0.07730486994457254
FBXO38	0.11086193815711337	0.11479595369749855	0.15520674589079086	0.13940140742738896	0.1339413878516946	0.18060284057301612	0.16518972640249757
FBXO4	0.1451324131610772	0.13464112252371876	0.16329571498102247	0.1531477721685617	0.12717353587976452	0.1064415699626459	0.17016787132320943
FBXO45	0.13634751735873535	0.13645569971689844	0.13980946473797978	0.1389171520523439	0.15002151255367585	0.1536622253678322	0.14478642821253448
FBXO6	0.13364539336109102	0.14047539849831933	0.17065885116398866	0.1525307231470398	0.11993220061650246	0.09571915265008728	0.18703828056297145
FBXO7	0.14154390897469793	0.1335874409695798	0.14046785434608988	0.14752784125357862	0.13538946520795556	0.14778103235627688	0.15370245689182122
FBXW5	0.137719331261133	0.12746895109651818	0.1816297266154827	0.17184603346050253	0.1427776514556054	0.114894570185445	0.12366373592531318
FCER1G	0.15885824185970737	0.1502228226573212	0.16547961516510015	0.07489794972407952	0.14514791179571176	0.18587105758340336	0.1195224012146766
FCGR1A	0.15945988769747407	0.11980126426315509	0.13601614042907859	0.12735170398753237	0.08201048074701438	0.16349471626112114	0.2118658066146244
FCGR3A	0.1457694459003118	0.11955446096712724	0.14102080990367222	0.1431397882330464	0.13091549969818717	0.1424149221265916	0.17718507317106363
FCGRT	0.1771724892030308	0.16136581661234023	0.13762214286464605	0.09285586723601195	0.10484348268200332	0.21641262979931086	0.10972757160265668
FCHO2	0.14699353480233143	0.16534988223783895	0.13513807359270125	0.08061925153338194	0.11455514753583936	0.21560887033133766	0.14173523996656948
FCN2	0.14360817999855066	0.13946787284693168	0.14596207719836024	0.14149867978895433	0.11254189843257718	0.14600218337632065	0.17091910835830526
FCSK	0.1464617458536128	0.14058362520727852	0.14485214523266235	0.14887954562244007	0.13733129234214209	0.1463582225147981	0.13553342322706602
FDFT1	0.1174746577983326	0.13436035979418856	0.1384540113881512	0.14679651081533177	0.15767379221853564	0.1364944909433402	0.16874617704211997
FDPS	0.15252875281971637	0.13251165005654897	0.12762967686971732	0.14280563041148484	0.15340185954276636	0.12424795669759352	0.1668744736021726
FDX1	0.14429712190899135	0.1427763288543736	0.14713385392751038	0.213712631268068	0.14001317843663738	0.10077252352890151	0.1112943620755178
FDX2	0.1193674915204742	0.1422129341029679	0.1501204163624313	0.12782684894590396	0.20679603076385364	0.12618335073505613	0.12749292756931288
FDXR	0.13093344550386063	0.12649026123761964	0.1508980939846316	0.19164040293847054	0.14974183121221216	0.1081161265945673	0.1421798385286382
FECH	0.14295502364642299	0.14687089694927868	0.13766757578805983	0.14678584283996007	0.14098020100223346	0.1302389514747359	0.15450150829930906
FEN1	0.16246647319009785	0.1448153454425639	0.1079596761670407	0.09731753184304932	0.1943020210397129	0.15681247175067567	0.13632648056685978
FERMT2	0.15444481463163612	0.14055411995214628	0.13628371953969745	0.13268672008447618	0.14432003781553931	0.139612526589819	0.15209806138668558
FERMT3	0.13392405523891468	0.12782472057119315	0.16762552740303482	0.12682033296891382	0.13953508278430343	0.20475559466623391	0.09951468636740611
FES	0.15492364472300754	0.13265470059738793	0.14631914802398743	0.15827082617440139	0.12127684266299171	0.12746514413233132	0.15908969368589274
FETUB	0.12810838362346103	0.13263581299211483	0.1313815895516299	0.14434364978317196	0.11294738384957959	0.13127654303291217	0.2193066371671305
FEZ2	0.14129471179995057	0.15677942123452826	0.11800424826256052	0.14902942157770618	0.17855959778137115	0.1221306610762049	0.13420193826767846
FGA	0.1353976374573961	0.1615208870648789	0.1582381850984368	0.12276179935711987	0.14103172756051613	0.14564372746132692	0.13540603600032527
FGB	0.12791785172783052	0.1459253939838353	0.13666537398396597	0.16180458345362334	0.1381527125641345	0.152245349580295	0.13728873470631536
FGD4	0.15981155776294578	0.14253128824887237	0.1374007435346435	0.139405244849063	0.15258457456386532	0.14917980563147215	0.11908678540913797
FGG	0.12362574904883937	0.15037463300234266	0.15924217131957435	0.12265063508681193	0.14408054735951892	0.15740713398418546	0.14261913019872738
FGGY	0.1649472882291778	0.14634159718417347	0.14554485434451173	0.1379959857137653	0.13354856600749984	0.13232811085571702	0.13929359766515478
FGL1	0.0610288805915392	0.09352001704678713	0.10174408618272307	0.11003581323446315	0.13877434567748026	0.158358591045961	0.3365382662210462
FGL2	0.14497575940443763	0.15255324701057274	0.14474259544917129	0.17391577163137684	0.14205632277523278	0.12142094262040819	0.1203353611088005
FH	0.14887891698119396	0.14180724553490942	0.13994597894733524	0.16534888746546658	0.14379492623831636	0.11680495992851739	0.1434190849042611
FHIP1B	0.1444308911696904	0.1457668674882093	0.1480003704927512	0.15525747660259076	0.12339699479460216	0.12143424749001874	0.16171315196213742
FHIP2A	0.1404627365876549	0.14851093777613353	0.13559062591281384	0.1539217438963664	0.14652379735851095	0.13463149739875374	0.14035866106976658
FHIT	0.13232270411772298	0.14126753657319596	0.14166193097479796	0.14964528820490425	0.16269219290306317	0.13758986479522703	0.13482048243108874
FHL1	0.1354260630560546	0.12657549208075594	0.1302561606648835	0.12591328356341513	0.14261636547751286	0.25880253187178287	0.08041010328559517
FHL2	0.12433884023028803	0.12369525243156623	0.1314720176539288	0.11044729225656984	0.17367684422986113	0.23085300174047962	0.10551675145730641
FHL3	0.1436657900607158	0.13388897671244818	0.06371404869766664	0.08162101423475389	0.15140020929046408	0.3291901316147418	0.0965198293892096
FIBP	0.1402275060550805	0.12533445828385245	0.1314301224031431	0.1795975548127106	0.13229009528321384	0.15283756006028318	0.13828270310171634
FIG4	0.15657006462699083	0.1489045300749644	0.11622473833226275	0.13209722980850302	0.1966714361480857	0.15616929124416828	0.093362709765025
FIP1L1	0.12083186376672582	0.12901232163062606	0.15421956758674127	0.13306308223804925	0.18154951308533598	0.18482805345659237	0.09649559823592918
FIS1	0.14870663262981051	0.16244172017207292	0.13329646344602228	0.16281928736720044	0.16007158080910774	0.14917133558237958	0.08349297999340648
FITM2	0.1269112922276136	0.13186928708866627	0.12763203577932178	0.1260137790304242	0.16209064896904474	0.17350675224821058	0.15197620465671877
FKBP11	0.14874345878464462	0.1487588495492372	0.14634479477049617	0.11141535323918918	0.16069282281699235	0.14752950630348058	0.1365152145359599
FKBP15	0.15217228809119784	0.1621783000295476	0.14631513247228137	0.13422720555423656	0.13424530281820143	0.13465202715057298	0.1362097438839622
FKBP1A	0.1389985630195824	0.13932349569191732	0.14575837778622244	0.12078215860053357	0.15794016533979455	0.18553436414754454	0.11166287541440512
FKBP2	0.12757344796860476	0.14354621976637322	0.15051446714211367	0.16424356400650977	0.12010389134986202	0.14610295153817496	0.14791545822836163
FKBP3	0.15605845404908028	0.13952321435956577	0.14042919263612882	0.14935640632079358	0.15339263200430042	0.12679676222149658	0.13444333840863454
FKBP4	0.1539957685953891	0.14817103260839884	0.1425198826965857	0.14187239135275728	0.14286767301312714	0.13930022436243203	0.13127302737130989
FKBP5	0.14229623369644556	0.14746501347919033	0.14628289609288034	0.1386526787270637	0.1494910207999708	0.1424487940875158	0.1333633631169335
FKBP7	0.12053738557102434	0.1655405956831023	0.13839852068512082	0.14806131984601673	0.11977931553331751	0.17650690615922351	0.1311759565221948
FKBP8	0.14815462757492842	0.1416458821282207	0.1385348206578166	0.14537765016464074	0.1326880358287209	0.14077258916674415	0.1528263944789284
FKBP9	0.13667262068640773	0.13651249329351764	0.13654235285668007	0.15554099584628647	0.1567014665078182	0.1426208028241414	0.13540926798514852
FLAD1	0.13756452106691497	0.14754276554692927	0.14488051845866803	0.15524401363168305	0.15524425731889965	0.1303127207091169	0.12921120326778815
FLCN	0.10546514683298047	0.11457544732605528	0.13044745334478683	0.12167518730553452	0.13605132144862833	0.1705839132633073	0.2212015304787073
FLG	0.13820198296479416	0.16187493618006335	0.12894481931574492	0.07908322433411254	0.2183804321189565	0.17580306077015312	0.09771154431617549
FLG2	0.07884826041342609	0.0651489720409875	0.18020291092557403	0.24778759009506718	0.24132974280360014	0.17733286496663947	0.009349658754705618
FLII	0.14943990183374312	0.14578917978813732	0.14734115380218457	0.14111732526940515	0.12747908251737966	0.14181515216920806	0.14701820461994214
FLNA	0.13864143995833622	0.11890089605093608	0.12947175575915376	0.12843072724136326	0.18387859950927693	0.16146790730871485	0.1392086741722189
FLNB	0.15387511381659885	0.15797433021852744	0.13941598937520538	0.11731992039983881	0.1401738428364918	0.16750863597995994	0.12373216737337776
FLOT1	0.160145929754342	0.141187530350071	0.13324689447070118	0.14043521677094933	0.1293653626807006	0.150124469124717	0.14549459684851887
FLOT2	0.16093253028721927	0.14629792235235756	0.1348692776170122	0.14007027913606035	0.12850100017334112	0.13896491899399305	0.15036407144001654
FLVCR2	0.13380461262296714	0.1619559380593756	0.1656424267541858	0.10781103760055048	0.15025316961219246	0.12622906788674693	0.15430374746398162
FMC1	0.16892549052818803	0.16536460258815225	0.16475062941040644	0.16536738337704857	0.14464677194154613	0.10221155062580133	0.08873357152885723
FMNL1	0.13483255860387863	0.14205651601897867	0.13744442882566532	0.13365096122534736	0.18264788812431604	0.178381682309824	0.09098596489198996
FMNL2	0.13109808477335888	0.1512389798530055	0.10514480938340173	0.12823121764872425	0.1232508827083824	0.2305975079769184	0.13043851765620884
FMO3	0.15269697308372637	0.1525062997647019	0.12213138873521741	0.1562998734349562	0.13986217698288894	0.10972316705895648	0.16678012093955275
FMO4	0.1419484304162085	0.14471550747976408	0.1370755477309272	0.14495718769424706	0.13811900433051905	0.11029270044582712	0.18289162190250696
FMO5	0.16523061889345364	0.16101314562952543	0.13753611435598678	0.1524349273601965	0.12112477062072895	0.12054320416468041	0.14211721897542828
FMR1	0.12963388149502755	0.12419054706629937	0.11141041203430074	0.17112824807276367	0.1463723025837032	0.1959982954943247	0.1212663132535807
FN1	0.1251719062122775	0.14183571729430175	0.1544750839920192	0.12732426901411903	0.1552874793548794	0.17750801294364713	0.11839753118875607
FN3K	0.14872113847135002	0.13979466268725085	0.1345061265955426	0.13824050807138666	0.14973770971936934	0.12181542532777884	0.1671844291273218
FN3KRP	0.16194880733396452	0.15141643002134345	0.1509616732479191	0.14654181101337682	0.14010443987455665	0.11784112307271684	0.1311857154361227
FNBP1	0.1507198895431656	0.13144756134830646	0.15397884711118182	0.12911781538823902	0.15478933813813153	0.16275080773114733	0.11719574073982822
FNBP1L	0.1433326629082101	0.1371263014541462	0.14594822846367586	0.13352392040677302	0.1697440458417658	0.11736389515698308	0.15296094576844588
FNBP4	0.14270066013091004	0.14406819907637716	0.14546211044610552	0.14675607686759057	0.15925030015872568	0.12269975408983044	0.13906289923046058
FNDC3A	0.12759449461007583	0.12437786500310058	0.135382951367139	0.15827023401787316	0.14165541702520368	0.14592785724561	0.16679118073099772
FNDC3B	0.16222750334218308	0.1245609826181734	0.14694062222211782	0.09664234472389668	0.11713863193981348	0.1746138838307381	0.17787603132307744
FNTA	0.15057447986395073	0.1489246285811617	0.14793621674546525	0.14125416650639805	0.13870866733843756	0.14559886901945043	0.1270029719451362
FNTB	0.14327254521887134	0.13199656731906875	0.13313463699912229	0.15969864905644898	0.18059100770462433	0.12577619703493406	0.1255303966669303
FOCAD	0.11802931990334414	0.13636664451304167	0.148000491944012	0.17701380350053827	0.13021237162503518	0.13673668796258773	0.15364068055144103
FOLR2	0.12335873355304242	0.11469380536192626	0.14171709508418803	0.1588377311241298	0.13336552088916714	0.1546077178098561	0.17341939617769023
FOXRED1	0.14620891754395224	0.1442384203623275	0.15098231653460914	0.15216216228262933	0.13535450961982365	0.14275991073707597	0.12829376291958217
FPGS	0.1328454814168072	0.14156144144879762	0.1300932196973672	0.13939606203915045	0.1371268982169263	0.11677510795623337	0.2022017892247179
FPGT	0.14447775901036997	0.1288536786665254	0.12245386668425104	0.16458548556253905	0.11938912351845071	0.19124577166954532	0.12899431488831845
FPR1	0.19156923188258795	0.16190964429268442	0.17338355155492358	0.08176038649317995	0.1543083282124684	0.15068454249035743	0.08638431507379836
FRG1	0.15871699373554105	0.14745746133927687	0.09692821642522284	0.16624393634524892	0.12939462127952792	0.10108849645596488	0.20017027441921748
FRK	0.13523974345394027	0.1378304493843822	0.13528107481345916	0.1393883779397529	0.15968441237386485	0.16681317333501758	0.125762768699583
FRRS1	0.11697952207948539	0.12462365241734288	0.11930526097129396	0.15012825742145924	0.0757815041696148	0.25405064452909587	0.1591311584117078
FRYL	0.1507362530609456	0.15042760357243862	0.16290954221407536	0.16651213868057888	0.10582502390191993	0.15063223126292716	0.11295720730711449
FRZB	0.1480913764335288	0.1558456723757326	0.13206143888897737	0.1470460172897333	0.1466520208901902	0.1264224322475352	0.1438810418743026
FSCN1	0.17433404438363076	0.13337897717862687	0.13593901133383418	0.11529631350407026	0.11234710880277912	0.20582009226637263	0.12288445253068622
FTCD	0.1714770945033467	0.13921780267015083	0.1468433296107779	0.1449982319825732	0.13011112384697082	0.13450870564165707	0.1328437117445235
FTH1	0.15489576052858628	0.1361302010089387	0.1390951231923402	0.12781256540562783	0.16336239622239557	0.15188856871133433	0.1268153849307771
FTL	0.1674528904905299	0.14134526113242835	0.13402730198116877	0.14315827712926477	0.14956517839043554	0.13457996904435318	0.12987112183181956
FTO	0.1330935994751846	0.13874320280308156	0.11927707869810858	0.16632814233575918	0.16924030942938806	0.1086526521487516	0.16466501510972653
FTSJ3	0.12890546012303622	0.14009453294184265	0.1564942454728653	0.1643722208080238	0.15736751371507088	0.13844679989241146	0.11431922704674967
FUBP1	0.12564529881815403	0.13382711125983157	0.14048354142788758	0.15803497486343476	0.15017343494275998	0.15523488032415697	0.1366007583637751
FUBP3	0.13224035744049115	0.13344704625470635	0.1402357495437593	0.15153124847640984	0.14779289130697784	0.15135615053925824	0.14339655643839733
FUCA1	0.13364935050158344	0.11905446535303242	0.15513635941510656	0.139822200111534	0.14040590720086393	0.1554901692576106	0.15644154816026903
FUCA2	0.1243057616369745	0.13552929708788072	0.1502358991914797	0.16084401087557434	0.12267969160927723	0.1520609361260968	0.15434440347271675
FUNDC2	0.1541202622540669	0.14291503535517922	0.15464943338456244	0.1411901368011368	0.12107636892531912	0.14967176078592903	0.1363770024938066
FUOM	0.14803139302755394	0.1417179245880211	0.14594689307970257	0.15114862811964816	0.14058746774354597	0.13506070185990537	0.13750699158162294
FURIN	0.1480065837692792	0.15671538082206604	0.13046890886816367	0.17791602424596822	0.1506268478617993	0.16926298988098826	0.0670032645517353
FXN	0.14542245394244288	0.15675290132323946	0.15312976692069313	0.11428056119325325	0.17165534504344526	0.13199484192669694	0.12676412965022915
FXR1	0.13450325143953812	0.13693614146615635	0.14594293954437385	0.1393688401557748	0.125908520780664	0.1448418656289876	0.17249844098450534
FXR2	0.13340019409979564	0.13083002573404384	0.15181686646727424	0.11531858642831382	0.1292045474850401	0.17551948842878004	0.1639102913567524
FXYD1	0.1817048211978432	0.16299821909611842	0.14685306518117502	0.14602958506031496	0.14526444725051926	0.10111070739255504	0.11603915482147406
FYCO1	0.15249099024248236	0.14760221618402417	0.15180223267227919	0.14567754199543506	0.13140423667617845	0.13897180180057261	0.13205098042902824
FYTTD1	0.12675749856281587	0.12484491470878095	0.13828634761662756	0.1721765143689924	0.11119268347554079	0.1757573279722176	0.1509847132950248
G3BP1	0.1352792408145402	0.13752760481342727	0.14257308998650473	0.14035206213413803	0.1386830110888561	0.14790232232441666	0.15768266883811696
G3BP2	0.1441443575998846	0.1392260089026026	0.12980031003662992	0.13720117588329092	0.15491181391094494	0.164074840158902	0.1306414935077451
G6PC1	0.16312356440511375	0.1649834245600441	0.10408002587839779	0.1128508978855289	0.15094550756230682	0.1210882301298763	0.18292834957873239
G6PD	0.13199225044054824	0.12301362762236327	0.1172856493923714	0.1402628122628519	0.1293861084222292	0.24558053090932136	0.11247902095031463
GAA	0.12040883611154075	0.10632018911795613	0.14950580706975644	0.13410591677615158	0.12744082281793662	0.16813708843088876	0.1940813396757697
GABARAP	0.1474417756893043	0.1303044252428265	0.127533926934899	0.13647999829509333	0.13319534497345972	0.18907268322263374	0.13597184564178344
GABPA	0.15020898786739	0.14263147662167658	0.13224687824100909	0.1164807975987444	0.14980112428152256	0.191830549876155	0.11680018551350242
GADD45GIP1	0.11306840898740707	0.13719695797316223	0.14713678704151886	0.19379057317663617	0.18373575635721667	0.17930850825033504	0.04576300821372398
GAK	0.14492831602531048	0.13852762335769433	0.14193649169021852	0.12953169349203808	0.14774416209119876	0.15285011499277426	0.14448159835076566
GALC	0.15754478188713703	0.13234337893328635	0.1788968293092808	0.1158162572241484	0.10783671241170045	0.14467723257669002	0.16288480765775692
GALE	0.16054841791098334	0.14003210031379337	0.15884380558016842	0.14019458528373066	0.13504863235275988	0.12074203339618839	0.1445904251623759
GALK1	0.18553001853588985	0.18682665126349637	0.16221171249124366	0.11755558063529441	0.13289371351732682	0.11495120700837327	0.10003111654837556
GALK2	0.14729844841767345	0.1490888688034981	0.1558699030460908	0.1396376945415076	0.14513835290233348	0.14722755130798407	0.11573918098091254
GALM	0.14672472532359251	0.1341545863262294	0.13703251890923104	0.13515309835901193	0.1337410778300416	0.1331203052473521	0.18007368800454138
GALNS	0.13696448509577705	0.12445249947568077	0.14235229556529308	0.17953785829930366	0.125930256339486	0.14484611467491884	0.14591649054954056
GALNT1	0.1279629202227762	0.12574457262613256	0.15716218074633637	0.1408134947627677	0.13716663636981458	0.15685647044363876	0.15429372482853387
GALNT2	0.1428486656202535	0.13737226358558538	0.14818212354734894	0.13419338643176898	0.1406518135712448	0.163082400622963	0.1336693466208354
GALT	0.15160067599665167	0.14592607422145554	0.160017638821885	0.1366043692411408	0.15085078728820597	0.12775810230105902	0.12724235212960205
GAMT	0.17704026729654354	0.1344832207135126	0.12334028740805524	0.1440332834692671	0.15779123057410888	0.14139193404981099	0.12191977648870163
GANAB	0.13707656903243765	0.15642832791435216	0.16005766851662986	0.14637207825436824	0.12343573821001472	0.13277879499230325	0.14385082307989416
GAPDH	0.16803838691061276	0.15021408186487503	0.13634151879042722	0.1397208500037026	0.14840230960603748	0.12400688866207189	0.13327596416227297
GAPVD1	0.1574332276562289	0.15070644984867332	0.1472396249176333	0.1262396606348752	0.14044219378974027	0.12727999045238622	0.1506588527004627
GAR1	0.09927433422209038	0.11258495617114492	0.13785555628056984	0.148609477771906	0.15001354719998825	0.2104296951996465	0.1412324331546542
GARS1	0.13006924058586636	0.13855574103644638	0.15406946971744567	0.14161338808750776	0.1537631088954343	0.15144538146737105	0.1304836702099285
GART	0.15372504977479717	0.14034750578587427	0.14854124681675934	0.13449965168795666	0.1472810678156834	0.14192333320972517	0.13368214490920405
GAS2	0.14518575437195336	0.1474445174601208	0.1334916741877536	0.16803011074102533	0.14170715513324275	0.2016351480352913	0.06250564007061288
GAS6	0.07010292560479539	0.1192299184348116	0.09782037579686242	0.23487191204182647	0.1290821402249685	0.1317134545238835	0.21717927337285206
GATA4	0.12674060044648622	0.11634557161841354	0.10558314019251525	0.08508243492916268	0.26034403183938093	0.19231912608281473	0.11358509489122653
GATAD2A	0.11998176875944498	0.14884949933608826	0.18152615674799594	0.09895526930673672	0.16940642700177297	0.15907782272784504	0.12220305612011613
GATAD2B	0.15430183497358138	0.16302275506714864	0.1327260060334292	0.17035770700471486	0.1685835213390358	0.11941019293231793	0.09159798264977215
GATB	0.13006179333670156	0.13414993774516748	0.1618865860608279	0.15719132808514727	0.13961125266907537	0.16031602636881415	0.11678307573426629
GATC	0.13078689653312292	0.14746968533861268	0.1609819519419288	0.1556246704255145	0.13736326311130762	0.13909490162264687	0.12867863102686658
GATD1	0.16151828749516037	0.1404914177664921	0.14814785406590436	0.15358809710341056	0.16670611481878944	0.10667789472387015	0.12287033402637292
GATD3;GATD3B	0.15213033436700063	0.14269193788492152	0.12334228797900969	0.1649173756323595	0.13376423894580192	0.12287532172988846	0.16027850346101832
GATM	0.13528377436367361	0.14607724204338768	0.13992603840107085	0.15239461279174094	0.15422620794388375	0.14008296637142909	0.13200915808481403
GBA1	0.1305335813375618	0.12314306849286283	0.1583649303598081	0.1270977299316199	0.1332735186738688	0.16807344485576403	0.15951372634851457
GBA2	0.13906682601004802	0.14251430262438325	0.15051218894944526	0.16460118377746827	0.14493175116800391	0.11675541749179175	0.1416183299788595
GBA3	0.16647300426151435	0.13499398495751797	0.14352815458275223	0.1547254408779445	0.1494813281167314	0.14257404472010007	0.10822404248343945
GBE1	0.1545721699078434	0.14728526509265394	0.14300292705929898	0.14859830739809243	0.1383768758260404	0.1324208355716942	0.13574361914437666
GBF1	0.14905128056951397	0.14179833446363907	0.13584000345168615	0.1116291428833971	0.14172411704648913	0.14861930400780174	0.17133781757747274
GBP1	0.15989845787954274	0.1467229222424632	0.13946580637252196	0.1551265243493017	0.11727897534566295	0.13070921564135604	0.15079809816915143
GBP2	0.16285585212670883	0.1606102265776428	0.10610075819507134	0.13790019658244218	0.14505544304468201	0.15729279879704514	0.1301847246764077
GBP7	0.13253002298631852	0.13269599702788898	0.13916126770908088	0.17391784047524858	0.135611099972702	0.14359414249938451	0.14248962932937656
GC	0.0823346319470584	0.117365644833005	0.1254442476116108	0.13695494756776638	0.10968121056721222	0.14835899900330987	0.27986031847003734
GCA	0.15226559677654936	0.13430523426611443	0.1361090495431413	0.14345811364392502	0.19871099443272897	0.12183864928175211	0.1133123620557888
GCAT	0.1408918032980715	0.14224994697481372	0.1916869048894505	0.15340129241534392	0.1017107836829743	0.1222083185348137	0.14785095020453243
GCC1	0.14795789546277976	0.15225880384663007	0.14244539503772882	0.1317416260045132	0.15392327300474481	0.13816906053240943	0.1335039461111938
GCC2	0.14236895200851588	0.1368529380343391	0.13639950324664132	0.1668258606500269	0.13031536273058095	0.14034211228918142	0.14689527104071448
GCDH	0.1640961128590052	0.13215486694640602	0.12431245586368056	0.19236521564134312	0.13378807211926125	0.09842781000317728	0.1548554665671266
GCFC2	0.13699731074620264	0.130001945532712	0.1284646470870289	0.16431428889791871	0.13903332104819374	0.1529269852089915	0.1482615014789525
GCHFR	0.20702681036429937	0.15285037197365053	0.14483683347993398	0.15306343343016923	0.12144444709082795	0.09234769930290558	0.12843040435821332
GCK	0.13908197695577396	0.14302823109327145	0.12051618149887222	0.16856264692597084	0.1682720443069289	0.13902574411877017	0.1215131751004124
GCKR	0.11308579150610541	0.13359656417045448	0.1602763972827043	0.15310650887093621	0.1611152250206509	0.12559223140918005	0.1532272817399687
GCLC	0.15025154487040618	0.14057280274306239	0.14427984423902343	0.1603895551564693	0.13997210403820956	0.1241923507995693	0.14034179815325984
GCLM	0.1406411891921092	0.1395320300620904	0.15017519234419274	0.111962700935566	0.14645831932379058	0.15391774405488423	0.15731282408736694
GCN1	0.14678836641536727	0.1401123655397282	0.1412642420905121	0.13723077648694523	0.13567024006290682	0.13727935924111553	0.16165465016342476
GCSH	0.15558055602321433	0.12509130923449047	0.14915028335309233	0.12836136041852939	0.12113951160428885	0.15152600031249788	0.16915097905388685
GDA	0.1603990753737074	0.1386969115584037	0.15085335333830394	0.13786811669402269	0.15005191895961237	0.12499750248162933	0.13713312159432064
GDAP1	0.11766484734513585	0.14354056355632772	0.12446367138455201	0.12085430722929175	0.17382040221577627	0.1618519960601365	0.1578042122087799
GDAP2	0.1344871292266621	0.13186777152513274	0.14398864391446267	0.14867408736640614	0.15304721200457244	0.14331199632745018	0.14462315963531366
GDF15	0.04761310995224115	0.09175356998491067	0.0528135145833077	0.06079135328727189	0.26318854429644445	0.21013580987304217	0.273704098022782
GDI1	0.16383494126524084	0.14869001567091267	0.13744622079682695	0.11780943464052474	0.13696198459003223	0.1556696384213741	0.13958776461508846
GDI2	0.1535891026017992	0.1416128213277042	0.14415158033019612	0.1430977231751981	0.1450308364832321	0.138248761549265	0.13426917453260537
GDPGP1	0.13641114806199886	0.14330765310939253	0.16242201012791319	0.15016798434002987	0.15603328903341615	0.11269841704952242	0.13895949827772694
GEMIN4	0.1283535041795858	0.1509354584228225	0.12889678999866377	0.21291598966576175	0.1313169841953781	0.10254109991466462	0.14504017362312344
GEMIN5	0.13557531204928647	0.13131613864680103	0.1282566828223415	0.14367210703127453	0.1279184974470103	0.19883992266372522	0.1344213393395609
GEMIN6	0.145387052052429	0.1422475634703295	0.1789763955238964	0.10892355672410058	0.10149472493889361	0.2122735261614458	0.11069718112890514
GET1	0.12352826581655363	0.11637893221374655	0.14977666762528755	0.19395961349737947	0.08763629635173886	0.1639466954102994	0.16477352908499449
GET3	0.1538635950343507	0.15157462363719704	0.14225906851551628	0.14163163429432388	0.14283401906487428	0.11156291168888306	0.1562741477648547
GET4	0.13669520249565453	0.13281395040195002	0.15251110611631255	0.1480769763487383	0.16011936519778322	0.11395603783019559	0.15582736160936575
GFER	0.12654235597004468	0.13488375406085948	0.14457372312149974	0.15306243190081803	0.1397823860405559	0.16275116989279578	0.13840417901342636
GFM1	0.13828792756794156	0.14748589148285932	0.14004281329613513	0.1370885751621411	0.14970373344943202	0.14918647671869764	0.13820458232279323
GFM2	0.14748291470223215	0.1446262804934662	0.15061465068233112	0.15245827280293262	0.12969490648798593	0.13699391549606957	0.13812905933498246
GFOD1	0.12231591381139441	0.10897608109912234	0.14174510727414877	0.14932533891771363	0.11892661686337345	0.28237790422647746	0.07633303780777
GFPT1	0.10976832271151414	0.140122947813165	0.16150230843052527	0.12387042972538784	0.16091656870165533	0.1700759117760914	0.13374351084166103
GFUS	0.14431006758157486	0.1399039115159256	0.15083278546359974	0.11897347961188422	0.14678532902214253	0.16167313220484641	0.1375212946000267
GGA1	0.1589208793078003	0.15499379339984634	0.17050524546627896	0.14564044506302554	0.11772870281559175	0.1303412335446622	0.12186970040279489
GGA3	0.10879657545942746	0.10752230759613259	0.0932981208540527	0.1997798937571106	0.1265983330133744	0.2691253636388487	0.09487940568105345
