geneSet	description	link	enrichmentScore	normalizedEnrichmentScore	pValue	FDR	size	plotPath	leadingEdgeNum	leadingEdgeId	userId
hsa04144	Endocytosis	http://www.kegg.jp/kegg-bin/show_pathway?hsa04144+84313+3107+23325+112936+26052+3482+10254+128866+163+10890+1173+3265+10096+11021+51028+9559+6642+2060+10093+5868+253725+51699+26286+29934+274+5119+64744+1213+829+5878+4218+998+83737+8724+55737+9146+29082+9922+11311+147179+8411+10564+10097+81873+7251+9798+381+2350+10938+60682+10094+11267+1212+116988+10109+1956+161+56288+6643+9815+84364+857+7879+1601+51652+30011+80230+830+382+55048+6455+10552+387+5337+79643+156+30845+3106	-0.28469661681930775	-1.2466275386809305	0.05755395683453238	0.5552127154869848	140	./Project_wg_result1733327946_GSEA/hsa04144.png	78	84313;3107;23325;112936;26052;3482;10254;128866;163;10890;1173;3265;10096;11021;51028;9559;6642;2060;10093;5868;253725;51699;26286;29934;274;5119;64744;1213;829;5878;4218;998;83737;8724;55737;9146;29082;9922;11311;147179;8411;10564;10097;81873;7251;9798;381;2350;10938;60682;10094;11267;1212;116988;10109;1956;161;56288;6643;9815;84364;857;7879;1601;51652;30011;80230;830;382;55048;6455;10552;387;5337;79643;156;30845;3106	ACTR2;ACTR3;AGAP3;AP2A2;AP2B1;AP2M1;ARF5;ARF6;ARFGAP2;ARFGAP3;ARFGEF2;ARPC1A;ARPC2;ARPC3;ARPC4;ARPC5L;BIN1;CAPZA1;CAPZA2;CAV1;CDC42;CHMP1A;CHMP3;CHMP4A;CHMP4B;CHMP6;CLTB;CLTC;DAB2;DNM3;EEA1;EGFR;EHD1;EHD3;EPS15;FOLR2;GIT2;GRK2;HGS;HLA-B;HLA-C;HRAS;IGF2R;IQSEC1;IST1;ITCH;PARD3;PLD1;RAB10;RAB35;RAB5A;RAB5C;RAB7A;RAB8A;RHOA;RUFY1;SH3GL1;SH3KBP1;SMAP1;SMAP2;SNF8;SNX1;SNX12;SNX2;SNX3;STAM2;TSG101;VPS25;VPS26A;VPS26B;VPS29;VPS35;VPS36;VPS37C;VPS45;WASHC2C;WASHC4;WIPF2
hsa04964	Proximal tubule bicarbonate reclamation	http://www.kegg.jp/kegg-bin/show_pathway?hsa04964+10991+5106+2747+8671+27165+5105	-0.46184294776320534	-1.2269769645743835	0.2210242587601078	0.5589479900441962	13	./Project_wg_result1733327946_GSEA/hsa04964.png	6	10991;5106;2747;8671;27165;5105	GLS2;GLUD2;PCK1;PCK2;SLC38A3;SLC4A4
hsa05133	Pertussis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05133+710+717+725+720+718+3661+716+3689+29108+715+51806+4790+810+727	0.5232464435938079	1.5445621493761372	0.03531073446327684	0.5613170333737048	36	./Project_wg_result1733327946_GSEA/hsa05133.png	14	710;717;725;720;718;3661;716;3689;29108;715;51806;4790;810;727	C1R;C1S;C2;C3;C4A;C4BPB;C5;CALML3;CALML5;IRF3;ITGB2;NFKB1;PYCARD;SERPING1
hsa03320	PPAR signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa03320+123+4199+8310+1962+8309+2182+30+345+6257+51+3157+3611+6342+116519+335+6319	0.4994254891148694	1.4988021718827824	0.03382949932341001	0.565593039294846	45	./Project_wg_result1733327946_GSEA/hsa03320.png	16	123;4199;8310;1962;8309;2182;30;345;6257;51;3157;3611;6342;116519;335;6319	ACAA1;ACOX1;ACOX2;ACOX3;ACSL4;APOA1;APOA5;APOC3;EHHADH;HMGCS1;ILK;ME1;PLIN2;RXRB;SCD;SCP2
hsa04962	Vasopressin-regulated water reabsorption	http://www.kegg.jp/kegg-bin/show_pathway?hsa04962+79659+84516	0.56098312567613	1.5308322026881669	0.04017857142857143	0.5685262750639214	23	./Project_wg_result1733327946_GSEA/hsa04962.png	2	79659;84516	DCTN5;DYNC2H1
hsa04974	Protein digestion and absorption	http://www.kegg.jp/kegg-bin/show_pathway?hsa04974+1306+1361+7373+1287+1281+340267+2006+6543+1280+1278+1303+1298	0.5295315346554296	1.5023097951650415	0.03561253561253561	0.5929548642381707	31	./Project_wg_result1733327946_GSEA/hsa04974.png	12	1306;1361;7373;1287;1281;340267;2006;6543;1280;1278;1303;1298	COL12A1;COL14A1;COL15A1;COL1A2;COL28A1;COL2A1;COL3A1;COL4A5;COL9A2;CPB2;ELN;SLC8A2
hsa00592	alpha-Linolenic acid metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00592+8310+8605+30+123745+51	0.742831369800514	1.5473010188493552	0.04576271186440678	0.6098957632440677	8	./Project_wg_result1733327946_GSEA/hsa00592.png	5	8310;8605;30;123745;51	ACAA1;ACOX1;ACOX3;PLA2G4C;PLA2G4E
hsa00350	Tyrosine metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00350+6898+3081+2954+8639+125+124+130+316+127	-0.3588541699779128	-1.1403570961241332	0.2735562310030395	0.615666133130892	24	./Project_wg_result1733327946_GSEA/hsa00350.png	9	6898;3081;2954;8639;125;124;130;316;127	ADH1A;ADH1B;ADH4;ADH6;AOC3;AOX1;GSTZ1;HGD;TAT
hsa04217	Necroptosis	http://www.kegg.jp/kegg-bin/show_pathway?hsa04217+8743+8878+8605+824+81858+7098+123745+5834+293+581+29108+91782+10379+55506+7416+637	0.4554456972886316	1.4773949146781675	0.023376623376623377	0.6170137487103575	69	./Project_wg_result1733327946_GSEA/hsa04217.png	16	8743;8878;8605;824;81858;7098;123745;5834;293;581;29108;91782;10379;55506;7416;637	BAX;BID;CAPN2;CHMP7;IRF9;MACROH2A2;PLA2G4C;PLA2G4E;PYCARD;PYGB;SHARPIN;SLC25A6;SQSTM1;TLR3;TNFSF10;VDAC1
hsa04613	Neutrophil extracellular trap formation	http://www.kegg.jp/kegg-bin/show_pathway?hsa04613+23236+4353+5578+121504+1535+317772+366+3674+5291+2214+1536+1511+820+5579	-0.30196800682181724	-1.1744113608910078	0.19123505976095617	0.6196917949139988	60	./Project_wg_result1733327946_GSEA/hsa04613.png	14	23236;4353;5578;121504;1535;317772;366;3674;5291;2214;1536;1511;820;5579	AQP9;CAMP;CTSG;CYBA;CYBB;FCGR3A;H2AC21;H4C16;ITGA2B;MPO;PIK3CB;PLCB1;PRKCA;PRKCB
hsa00380	Tryptophan metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00380+2639+51166+316+1543+1544	-0.3465340881777984	-1.179842834386531	0.1838006230529595	0.6203579550814848	32	./Project_wg_result1733327946_GSEA/hsa00380.png	5	2639;51166;316;1543;1544	AADAT;AOX1;CYP1A1;CYP1A2;GCDH
hsa00750	Vitamin B6 metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00750+57026+316	-0.5815152155857852	-1.142803131328378	0.3303769401330377	0.6221954468768003	5	./Project_wg_result1733327946_GSEA/hsa00750.png	2	57026;316	AOX1;PDXP
hsa01523	Antifolate resistance	http://www.kegg.jp/kegg-bin/show_pathway?hsa01523+6470+113235+1244+1719	-0.40431005060262004	-1.1462385689733743	0.2786885245901639	0.6257483404745604	16	./Project_wg_result1733327946_GSEA/hsa01523.png	4	6470;113235;1244;1719	ABCC2;DHFR;SHMT1;SLC46A1
hsa04814	Motor proteins	http://www.kegg.jp/kegg-bin/show_pathway?hsa04814+10121+3796+830+57519+140465+4648	-0.29917440287293395	-1.165728142209485	0.17307692307692307	0.6278643924416212	66	./Project_wg_result1733327946_GSEA/hsa04814.png	6	10121;3796;830;57519;140465;4648	ACTR1A;CAPZA2;KIF2A;MYL6B;MYO7B;STARD9
hsa05204	Chemical carcinogenesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05204+1557+2939+1576+54659+1558+653689+10+54658+1543+1544+1571+1577	-0.31068494777380773	-1.1473796671455436	0.23046875	0.6362640577086158	48	./Project_wg_result1733327946_GSEA/hsa05204.png	12	1557;2939;1576;54659;1558;653689;10;54658;1543;1544;1571;1577	CYP1A1;CYP1A2;CYP2C19;CYP2C8;CYP2E1;CYP3A4;CYP3A5;GSTA2;GSTT2B;NAT2;UGT1A1;UGT1A3
hsa00670	One carbon pool by folate	http://www.kegg.jp/kegg-bin/show_pathway?hsa00670+160428+10841+10840+6470+4522+1719	-0.40857519835245987	-1.1128076064966967	0.31564245810055863	0.6394919744162683	15	./Project_wg_result1733327946_GSEA/hsa00670.png	6	160428;10841;10840;6470;4522;1719	ALDH1L1;ALDH1L2;DHFR;FTCD;MTHFD1;SHMT1
hsa04973	Carbohydrate digestion and absorption	http://www.kegg.jp/kegg-bin/show_pathway?hsa04973+6514+3101+5291+5579	-0.39541951406978126	-1.1163958306729205	0.3013698630136986	0.6420554180409337	16	./Project_wg_result1733327946_GSEA/hsa04973.png	4	6514;3101;5291;5579	HK3;PIK3CB;PRKCB;SLC2A2
hsa05140	Leishmaniasis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05140+3122+1535+2214+1536+5579	-0.3460009385045896	-1.1192867050201196	0.2852664576802508	0.6474803978047478	30	./Project_wg_result1733327946_GSEA/hsa05140.png	5	3122;1535;2214;1536;5579	CYBA;CYBB;FCGR3A;HLA-DRA;PRKCB
hsa04970	Salivary secretion	http://www.kegg.jp/kegg-bin/show_pathway?hsa04970+6522+23236+5578+490+2778+727897+820+5579	-0.36222699816377696	-1.147567943297386	0.250814332247557	0.6497558499986283	28	./Project_wg_result1733327946_GSEA/hsa04970.png	8	6522;23236;5578;490;2778;727897;820;5579	ATP2B1;CAMP;GNAS;MUC5B;PLCB1;PRKCA;PRKCB;SLC4A2
hsa03022	Basal transcription factors	http://www.kegg.jp/kegg-bin/show_pathway?hsa03022+6877+2968	-0.4170613440694655	-1.1513455417749334	0.26038781163434904	0.6534876478553954	15	./Project_wg_result1733327946_GSEA/hsa03022.png	2	6877;2968	GTF2H4;TAF5
hsa00590	Arachidonic acid metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00590+127281+1557+2879+151056+1558+6916+3248+1571	-0.3285135164357639	-1.102888702297843	0.30063291139240506	0.6535683696205464	32	./Project_wg_result1733327946_GSEA/hsa00590.png	8	127281;1557;2879;151056;1558;6916;3248;1571	CYP2C19;CYP2C8;CYP2E1;GPX4;HPGD;PLB1;PRXL2B;TBXAS1
hsa04724	Glutamatergic synapse	http://www.kegg.jp/kegg-bin/show_pathway?hsa04724+22941+23236+5578+2773+2778+2752+5337+27165+156+5579	-0.341894666540689	-1.1195189223289364	0.2578616352201258	0.6598473376676817	30	./Project_wg_result1733327946_GSEA/hsa04724.png	10	22941;23236;5578;2773;2778;2752;5337;27165;156;5579	GLS2;GLUL;GNAI3;GNAS;GRK2;PLCB1;PLD1;PRKCA;PRKCB;SHANK2
hsa00513	Various types of N-glycan biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa00513+2683+6185+11253+4247+4245+79087+199857+4121	-0.33899439176852114	-1.082462322003324	0.33436532507739936	0.6847000393853534	24	./Project_wg_result1733327946_GSEA/hsa00513.png	8	2683;6185;11253;4247;4245;79087;199857;4121	ALG12;ALG14;B4GALT1;MAN1A1;MAN1B1;MGAT1;MGAT2;RPN2
hsa04614	Renin-angiotensin system	http://www.kegg.jp/kegg-bin/show_pathway?hsa04614+10159+4012+290+4311+1511	-0.4098564619035129	-1.086820273493963	0.3559322033898305	0.6859151136083076	13	./Project_wg_result1733327946_GSEA/hsa04614.png	5	10159;4012;290;4311;1511	ANPEP;ATP6AP2;CTSG;LNPEP;MME
hsa05417	Lipid and atherosclerosis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05417+8743+5532+1549+30001+468+9451+3309+6714+3306+6648+6257+3661+5335+7184+581+29108+1548+3929+335+3845+51806+4790+637+207+810+3606+54205	0.41980294142840635	1.4174593241535058	0.03508771929824561	0.7428256627640963	98	./Project_wg_result1733327946_GSEA/hsa05417.png	27	8743;5532;1549;30001;468;9451;3309;6714;3306;6648;6257;3661;5335;7184;581;29108;1548;3929;335;3845;51806;4790;637;207;810;3606;54205	AKT1;APOA1;ATF4;BAX;BID;CALML3;CALML5;CYCS;CYP2A6;CYP2A7;EIF2AK3;ERO1A;HSP90B1;HSPA2;HSPA5;IL18;IRF3;KRAS;LBP;NFKB1;PLCG1;PPP3CB;PYCARD;RXRB;SOD2;SRC;TNFSF10
hsa04713	Circadian entrainment	http://www.kegg.jp/kegg-bin/show_pathway?hsa04713+5595+817+3710+2771+2982+23236+5578+2773+2778+5579	-0.3445499831234888	-1.0464980638539638	0.3685800604229607	0.7485392148794338	23	./Project_wg_result1733327946_GSEA/hsa04713.png	10	5595;817;3710;2771;2982;23236;5578;2773;2778;5579	CAMK2D;GNAI2;GNAI3;GNAS;GUCY1A1;ITPR3;MAPK3;PLCB1;PRKCA;PRKCB
hsa04929	GnRH secretion	http://www.kegg.jp/kegg-bin/show_pathway?hsa04929+23236+5578+5291+5579	-0.3564142345738793	-1.0494901271019141	0.3693181818181818	0.7533454746168188	22	./Project_wg_result1733327946_GSEA/hsa04929.png	4	23236;5578;5291;5579	PIK3CB;PLCB1;PRKCA;PRKCB
hsa04350	TGF-beta signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04350+83729+7018+2200+57154+1634+2033+5519	0.5289484283084794	1.423361817128793	0.07488986784140969	0.7547903676789426	25	./Project_wg_result1733327946_GSEA/hsa04350.png	7	83729;7018;2200;57154;1634;2033;5519	DCN;EP300;FBN1;INHBE;PPP2R1B;SMURF1;TF
hsa05230	Central carbon metabolism in cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05230+92483+6514+3101+5291+27165+6513+2539	-0.28633303516714415	-1.0529559184955457	0.3274021352313167	0.7562120365517531	44	./Project_wg_result1733327946_GSEA/hsa05230.png	7	92483;6514;3101;5291;27165;6513;2539	G6PD;GLS2;HK3;LDHAL6B;PIK3CB;SLC2A1;SLC2A2
hsa05167	Kaposi sarcoma-associated herpesvirus infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05167+5532+6714+7098+718+3661+5335+5336+3134+9261+581+2033+10379+3845+51806+4790+637+207+810+54205+2932+5894+5289	0.43188483408837797	1.388346977745003	0.07349081364829396	0.7745994207313344	63	./Project_wg_result1733327946_GSEA/hsa05167.png	22	5532;6714;7098;718;3661;5335;5336;3134;9261;581;2033;10379;3845;51806;4790;637;207;810;54205;2932;5894;5289	AKT1;BAX;BID;C3;CALML3;CALML5;CYCS;EP300;GSK3B;HLA-F;IRF3;IRF9;KRAS;MAPKAPK2;NFKB1;PIK3C3;PLCG1;PLCG2;PPP3CB;RAF1;SRC;TLR3
hsa03020	RNA polymerase	http://www.kegg.jp/kegg-bin/show_pathway?hsa03020+84265+9533	-0.39054647854615043	-1.031987501623994	0.4016393442622951	0.7775381998738101	14	./Project_wg_result1733327946_GSEA/hsa03020.png	2	84265;9533	POLR1C;POLR3GL
hsa04512	ECM-receptor interaction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04512+10319+1287+3912+284217+3693+7448+3691+1280+3915+1278+7148+375790+1298+3910+3913+7450+3685+1277	0.46497164761217	1.402683733179174	0.07412587412587412	0.7775942840802046	42	./Project_wg_result1733327946_GSEA/hsa04512.png	18	10319;1287;3912;284217;3693;7448;3691;1280;3915;1278;7148;375790;1298;3910;3913;7450;3685;1277	AGRN;COL1A1;COL1A2;COL2A1;COL4A5;COL9A2;ITGAV;ITGB4;ITGB5;LAMA1;LAMA4;LAMB1;LAMB2;LAMC1;LAMC3;TNXB;VTN;VWF
hsa04966	Collecting duct acid secretion	http://www.kegg.jp/kegg-bin/show_pathway?hsa04966+6521	-0.3814132211752246	-1.002885743266415	0.457002457002457	0.7872824409014846	13	./Project_wg_result1733327946_GSEA/hsa04966.png	1	6521	SLC4A1
hsa00410	beta-Alanine metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00410+218+8310+1962+219+51	0.528282674646431	1.4251125240108604	0.07174887892376682	0.7894736972302041	23	./Project_wg_result1733327946_GSEA/hsa00410.png	5	218;8310;1962;219;51	ACOX1;ACOX3;ALDH1B1;ALDH3A1;EHHADH
hsa04080	Neuroactive ligand-receptor interaction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04080+183+5340+2905+718+3827+2147+727	0.550173083233712	1.3925940678572037	0.09831029185867896	0.7905830866191181	17	./Project_wg_result1733327946_GSEA/hsa04080.png	7	183;5340;2905;718;3827;2147;727	AGT;C3;C5;F2;GRIN2C;KNG1;PLG
hsa04940	Type I diabetes mellitus	http://www.kegg.jp/kegg-bin/show_pathway?hsa04940+3125+3122+1363+3106+3382	-0.3701769987932744	-1.0031853436039195	0.42782152230971127	0.7985914422997791	14	./Project_wg_result1733327946_GSEA/hsa04940.png	5	3125;3122;1363;3106;3382	CPE;HLA-B;HLA-DRA;HLA-DRB3;ICA1
hsa00760	Nicotinate and nicotinamide metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00760+5167+4907+4837+316	-0.33194783023046726	-1.0117151607058	0.4350453172205438	0.7989527937474609	20	./Project_wg_result1733327946_GSEA/hsa00760.png	4	5167;4907;4837;316	AOX1;ENPP1;NNMT;NT5E
hsa04064	NF-kappa B signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04064+472+5579	-0.30199800854178194	-0.9821540932603872	0.4740484429065744	0.7995905686774751	29	./Project_wg_result1733327946_GSEA/hsa04064.png	2	472;5579	ATM;PRKCB
hsa05322	Systemic lupus erythematosus	http://www.kegg.jp/kegg-bin/show_pathway?hsa05322+733+731+717+730+720+718+729+716+732+735+715+3123+55506+727	0.4905844006959357	1.4320126582303114	0.05555555555555555	0.8017429623368322	36	./Project_wg_result1733327946_GSEA/hsa05322.png	14	733;731;717;730;720;718;729;716;732;735;715;3123;55506;727	C1R;C1S;C2;C3;C4A;C5;C6;C7;C8A;C8B;C8G;C9;HLA-DRB1;MACROH2A2
hsa05100	Bacterial invasion of epithelial cells	http://www.kegg.jp/kegg-bin/show_pathway?hsa05100+10097+81873+10163+10801+10094+1212+999+10109+1793+1499+1495+391+857+3059+10552+387+5291	-0.27625235392297104	-1.0193403834678614	0.41150442477876104	0.8027009178223204	50	./Project_wg_result1733327946_GSEA/hsa05100.png	17	10097;81873;10163;10801;10094;1212;999;10109;1793;1499;1495;391;857;3059;10552;387;5291	ACTR2;ARPC1A;ARPC2;ARPC3;ARPC5L;CAV1;CDH1;CLTB;CTNNA1;CTNNB1;DOCK1;HCLS1;PIK3CB;RHOA;RHOG;SEPTIN9;WASF2
hsa04925	Aldosterone synthesis and secretion	http://www.kegg.jp/kegg-bin/show_pathway?hsa04925+23236+5578+490+2778+8536+5138+5579	-0.2989766201832037	-0.9684949745690306	0.46153846153846156	0.8041950434205201	29	./Project_wg_result1733327946_GSEA/hsa04925.png	7	23236;5578;490;2778;8536;5138;5579	ATP2B1;CAMK1;GNAS;PDE2A;PLCB1;PRKCA;PRKCB
hsa03460	Fanconi anemia pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa03460+6118	-0.4871822269028546	-0.9643265973914816	0.5066666666666667	0.8052532101684435	5	./Project_wg_result1733327946_GSEA/hsa03460.png	1	6118	RPA2
hsa04960	Aldosterone-regulated sodium reabsorption	http://www.kegg.jp/kegg-bin/show_pathway?hsa04960+5291+5579	-0.3695070531792095	-1.0140092731568375	0.41954022988505746	0.8054955652130051	15	./Project_wg_result1733327946_GSEA/hsa04960.png	2	5291;5579	PIK3CB;PRKCB
hsa05146	Amoebiasis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05146+733+10319+731+1287+3912+1281+284217+6317+5272+5275+3915+1278+732+3689+735+3910+3913+4790	0.42352870455066344	1.34813159119435	0.08443271767810026	0.8060290474837642	56	./Project_wg_result1733327946_GSEA/hsa05146.png	18	733;10319;731;1287;3912;1281;284217;6317;5272;5275;3915;1278;732;3689;735;3910;3913;4790	C8A;C8B;C8G;C9;COL1A2;COL3A1;COL4A5;ITGB2;LAMA1;LAMA4;LAMB1;LAMB2;LAMC1;LAMC3;NFKB1;SERPINB13;SERPINB3;SERPINB9
hsa04310	Wnt signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04310+1499+57805+9475+27101+23236+5578+79718+57680+387+5663+5579	-0.27962075452856305	-0.9520623220422708	0.5071428571428571	0.8067651425194015	36	./Project_wg_result1733327946_GSEA/hsa04310.png	11	1499;57805;9475;27101;23236;5578;79718;57680;387;5663;5579	CACYBP;CCAR2;CHD8;CTNNB1;PLCB1;PRKCA;PRKCB;PSEN1;RHOA;ROCK2;TBL1XR1
hsa04540	Gap junction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04540+2982+81027+1956+23236+5578+1453+2773+7082+2778+5579	-0.28708046557986344	-0.9711177540879987	0.4884488448844885	0.8078281737214129	36	./Project_wg_result1733327946_GSEA/hsa04540.png	10	2982;81027;1956;23236;5578;1453;2773;7082;2778;5579	CSNK1D;EGFR;GNAI3;GNAS;GUCY1A1;PLCB1;PRKCA;PRKCB;TJP1;TUBB1
hsa04931	Insulin resistance	http://www.kegg.jp/kegg-bin/show_pathway?hsa04931+6514+5291+5105+6513+948+5579	-0.2626769195767851	-0.9914159200829533	0.47345132743362833	0.8081983302154359	56	./Project_wg_result1733327946_GSEA/hsa04931.png	6	6514;5291;5105;6513;948;5579	CD36;PCK1;PIK3CB;PRKCB;SLC2A1;SLC2A2
hsa03030	DNA replication	http://www.kegg.jp/kegg-bin/show_pathway?hsa03030+6118+2237	-0.3499765922058037	-1.003736093863404	0.44984802431610943	0.8094003322771788	18	./Project_wg_result1733327946_GSEA/hsa03030.png	2	6118;2237	FEN1;RPA2
hsa00510	N-Glycan biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa00510+2683+6185+11253+4247+4245+79087+199857+4121+6480	-0.2707900210204851	-0.9470557843786747	0.5224913494809689	0.8096191829732279	34	./Project_wg_result1733327946_GSEA/hsa00510.png	9	2683;6185;11253;4247;4245;79087;199857;4121;6480	ALG12;ALG14;B4GALT1;MAN1A1;MAN1B1;MGAT1;MGAT2;RPN2;ST6GAL1
hsa04977	Vitamin digestion and absorption	http://www.kegg.jp/kegg-bin/show_pathway?hsa04977+151056+55788+113235+80704	-0.3847273912585065	-0.9742483312957099	0.49279538904899134	0.8100591036963283	12	./Project_wg_result1733327946_GSEA/hsa04977.png	4	151056;55788;113235;80704	LMBRD1;PLB1;SLC19A3;SLC46A1
hsa04740	Olfactory transduction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04740+156+5138	-0.38763693104419117	-0.9866027866187113	0.47506561679790027	0.8103799251574549	12	./Project_wg_result1733327946_GSEA/hsa04740.png	2	156;5138	GRK2;PDE2A
hsa04726	Serotonergic synapse	http://www.kegg.jp/kegg-bin/show_pathway?hsa04726+23236+5578+2773+2778+1557+1558+1565+5579	-0.2854690350178415	-0.9823177415989952	0.4533333333333333	0.8107566145328291	35	./Project_wg_result1733327946_GSEA/hsa04726.png	8	23236;5578;2773;2778;1557;1558;1565;5579	CYP2C19;CYP2C8;CYP2D6;GNAI3;GNAS;PLCB1;PRKCA;PRKCB
hsa04015	Rap1 signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04015+1500+999+1499+1956+56288+5898+6494+23236+5578+2773+54518+4301+2778+5906+3674+387+5291+5217+5579	-0.2415511004170724	-0.9564799791926604	0.5584415584415584	0.8158809974487696	69	./Project_wg_result1733327946_GSEA/hsa04015.png	19	1500;999;1499;1956;56288;5898;6494;23236;5578;2773;54518;4301;2778;5906;3674;387;5291;5217;5579	AFDN;APBB1IP;CDH1;CTNNB1;CTNND1;EGFR;GNAI3;GNAS;ITGA2B;PARD3;PFN2;PIK3CB;PLCB1;PRKCA;PRKCB;RALA;RAP1A;RHOA;SIPA1
hsa05207	Chemical carcinogenesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05207+2778+2939+405+1576+54659+653689+54658+5291+1543+3838+1544+5579	-0.239563830584423	-0.9404946571038262	0.5583756345177665	0.815888987623043	82	./Project_wg_result1733327946_GSEA/hsa05207.png	12	2778;2939;405;1576;54659;653689;54658;5291;1543;3838;1544;5579	ARNT;CYP1A1;CYP1A2;CYP3A4;GNAS;GSTA2;GSTT2B;KPNA2;PIK3CB;PRKCB;UGT1A1;UGT1A3
hsa05415	Diabetic cardiomyopathy	http://www.kegg.jp/kegg-bin/show_pathway?hsa05415+2997+1535+6667+374291+4696+4731+4318+4705+5291+4726+1536+6513+948+2539+5579	-0.21684965438804782	-0.9524125931410047	0.6176470588235294	0.8163901931398325	122	./Project_wg_result1733327946_GSEA/hsa05415.png	15	2997;1535;6667;374291;4696;4731;4318;4705;5291;4726;1536;6513;948;2539;5579	CD36;CYBA;CYBB;G6PD;GYS1;MMP9;NDUFA10;NDUFA3;NDUFS6;NDUFS7;NDUFV3;PIK3CB;PRKCB;SLC2A1;SP1
hsa00100	Steroid biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa00100+6713+2222+1595+3930+50814+1717+7108	0.5732967599844683	1.3525181679398186	0.12954186413902052	0.8169186968831196	13	./Project_wg_result1733327946_GSEA/hsa00100.png	7	6713;2222;1595;3930;50814;1717;7108	CYP51A1;DHCR7;FDFT1;LBR;NSDHL;SQLE;TM7SF2
hsa04010	MAPK signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04010+5532+2324+2318+468+6195+8605+59285+123745+4791+9261+10746+6197+8986+3643+3845+4790+5058+207+51295+8491+6237+5894	0.4100633857270029	1.360707507273679	0.07035175879396985	0.8436257667765666	79	./Project_wg_result1733327946_GSEA/hsa04010.png	22	5532;2324;2318;468;6195;8605;59285;123745;4791;9261;10746;6197;8986;3643;3845;4790;5058;207;51295;8491;6237;5894	AKT1;ATF4;CACNG6;ECSIT;FLNC;FLT4;INSR;KRAS;MAP3K2;MAP4K3;MAPKAPK2;NFKB1;NFKB2;PAK1;PLA2G4C;PLA2G4E;PPP3CB;RAF1;RPS6KA1;RPS6KA3;RPS6KA4;RRAS
hsa05222	Small cell lung cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05222+10319+1287+3912+284217+6257+3915+581+3910+3913+4790+207+54205+2272+3685	0.4518293781594551	1.352845551636386	0.11065006915629322	0.8479893352173328	38	./Project_wg_result1733327946_GSEA/hsa05222.png	14	10319;1287;3912;284217;6257;3915;581;3910;3913;4790;207;54205;2272;3685	AKT1;BAX;COL4A5;CYCS;FHIT;ITGAV;LAMA1;LAMA4;LAMB1;LAMB2;LAMC1;LAMC3;NFKB1;RXRB
hsa00730	Thiamine metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00730+79178	-0.3987452399332154	-0.9174196093761874	0.5412371134020618	0.8559436250229875	8	./Project_wg_result1733327946_GSEA/hsa00730.png	1	79178	THTPA
hsa01212	Fatty acid metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa01212+8310+3295+1962+2182+30+51+6342+201562+6319+37	0.45863852192399285	1.364672553183729	0.08194444444444444	0.8599907189622791	40	./Project_wg_result1733327946_GSEA/hsa01212.png	10	8310;3295;1962;2182;30;51;6342;201562;6319;37	ACAA1;ACADVL;ACOX1;ACOX3;ACSL4;EHHADH;HACD2;HSD17B4;SCD;SCP2
