geneSet	description	link	enrichmentScore	normalizedEnrichmentScore	pValue	FDR	size	plotPath	leadingEdgeNum	leadingEdgeId	userId
hsa05146	Amoebiasis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05146+733+6318+6317+731+912+2769+5272+3908+284217+1287+5291+1281+5269+5275+732+3912+10319	0.43742981483186333	1.5267441594617552	0.01485148514851485	0.3368910958050795	56	./Project_wg_result1733328043_GSEA/hsa05146.png	17	733;6318;6317;731;912;2769;5272;3908;284217;1287;5291;1281;5269;5275;732;3912;10319	C8A;C8B;C8G;CD1D;COL3A1;COL4A5;GNA15;LAMA1;LAMA2;LAMB1;LAMC3;PIK3CB;SERPINB13;SERPINB3;SERPINB4;SERPINB6;SERPINB9
hsa05219	Bladder cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05219+5604+369+4893+5605+1956+2261	-0.5062519875039209	-1.3736880743895845	0.08421052631578947	0.3373899102048855	16	./Project_wg_result1733328043_GSEA/hsa05219.png	6	5604;369;4893;5605;1956;2261	ARAF;EGFR;FGFR3;MAP2K1;MAP2K2;NRAS
hsa04935	Growth hormone synthesis, secretion and action	http://www.kegg.jp/kegg-bin/show_pathway?hsa04935+6777+3709+5604+3710+5606+2778+2767+1385+2776+5578+208+5599+4893+5605+2773+3667+2885+2033+6416	-0.3868102899130686	-1.374755224697588	0.06605922551252848	0.34306395466918993	47	./Project_wg_result1733328043_GSEA/hsa04935.png	19	6777;3709;5604;3710;5606;2778;2767;1385;2776;5578;208;5599;4893;5605;2773;3667;2885;2033;6416	AKT2;CREB1;EP300;GNA11;GNAI3;GNAQ;GNAS;GRB2;IRS1;ITPR2;ITPR3;MAP2K1;MAP2K2;MAP2K3;MAP2K4;MAPK8;NRAS;PRKCA;STAT5B
hsa04979	Cholesterol metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa04979+55908+5360+4043+10577+345+19+350+706+9218+3931+7419+27329+335+7416+4864+7417+6272	0.46349917154356657	1.4990601697790826	0.03763440860215054	0.38341362839200416	38	./Project_wg_result1733328043_GSEA/hsa04979.png	17	55908;5360;4043;10577;345;19;350;706;9218;3931;7419;27329;335;7416;4864;7417;6272	ABCA1;ANGPTL3;ANGPTL8;APOA1;APOC3;APOH;LCAT;LRPAP1;NPC1;NPC2;PLTP;SORT1;TSPO;VAPA;VDAC1;VDAC2;VDAC3
hsa00100	Steroid biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa00100+1595+7108+1717+51478+4047+10682	-0.5153182984641287	-1.3444632000772732	0.1127659574468085	0.3888077990657369	13	./Project_wg_result1733328043_GSEA/hsa00100.png	6	1595;7108;1717;51478;4047;10682	CYP51A1;DHCR7;EBP;HSD17B7;LSS;TM7SF2
hsa04928	Parathyroid hormone synthesis, secretion and action	http://www.kegg.jp/kegg-bin/show_pathway?hsa04928+3709+5604+369+3710+2778+2767+1385+2776+5578+6256+2773+408+5144+1956+6257+4209	-0.40418300826098996	-1.3362167787950303	0.07939914163090128	0.3988530699107829	35	./Project_wg_result1733328043_GSEA/hsa04928.png	16	3709;5604;369;3710;2778;2767;1385;2776;5578;6256;2773;408;5144;1956;6257;4209	ARAF;ARRB1;CREB1;EGFR;GNA11;GNAI3;GNAQ;GNAS;ITPR2;ITPR3;MAP2K1;MEF2D;PDE4D;PRKCA;RXRA;RXRB
hsa05133	Pertussis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05133+710+834+720+718+714+713+51806+717+715+5595+716+3661+929+712+5594+51135+725	0.45932175066017245	1.4589354315788239	0.02936096718480138	0.4383092174346379	36	./Project_wg_result1733328043_GSEA/hsa05133.png	17	710;834;720;718;714;713;51806;717;715;5595;716;3661;929;712;5594;51135;725	C1QA;C1QB;C1QC;C1R;C1S;C2;C3;C4A;C4BPB;CALML5;CASP1;CD14;IRAK4;IRF3;MAPK1;MAPK3;SERPING1
hsa00564	Glycerophospholipid metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00564+23175+23659+8443+375775+5337+23171+81490+9926+5338+3931+9663+254531+10908+8605+10423+10554+151056	0.43497778064445614	1.4480102840647469	0.0472027972027972	0.44243753003363767	46	./Project_wg_result1733328043_GSEA/hsa00564.png	17	23175;23659;8443;375775;5337;23171;81490;9926;5338;3931;9663;254531;10908;8605;10423;10554;151056	AGPAT1;CDIPT;GNPAT;GPD1L;LCAT;LPCAT4;LPGAT1;LPIN1;LPIN2;PLA2G15;PLA2G4C;PLB1;PLD1;PLD2;PNPLA6;PNPLA7;PTDSS2
hsa03008	Ribosome biogenesis in eukaryotes	http://www.kegg.jp/kegg-bin/show_pathway?hsa03008+55127+10171+23195+29889+10557+10885+138716+55131+23560+10813+26354+134430+55272+10528+1736+54433+4809+51602+2091+84135+6949	-0.348650398268711	-1.2799291294231876	0.11954022988505747	0.4676094029223504	52	./Project_wg_result1733328043_GSEA/hsa03008.png	21	55127;10171;23195;29889;10557;10885;138716;55131;23560;10813;26354;134430;55272;10528;1736;54433;4809;51602;2091;84135;6949	DKC1;FBL;GAR1;GNL2;GNL3;GTPBP4;HEATR1;IMP3;MDN1;NOP56;NOP58;RBM28;RCL1;RPP25L;RPP38;SNU13;TCOF1;UTP14A;UTP15;WDR3;WDR36
hsa00511	Other glycan degradation	http://www.kegg.jp/kegg-bin/show_pathway?hsa00511+4126+4758+2519+4759+3073+3074+4123+175+2720+57704+2629	0.5611145137615785	1.4594978562530405	0.061068702290076333	0.46822498340999064	15	./Project_wg_result1733328043_GSEA/hsa00511.png	11	4126;4758;2519;4759;3073;3074;4123;175;2720;57704;2629	AGA;FUCA2;GBA1;GBA2;GLB1;HEXA;HEXB;MAN2C1;MANBA;NEU1;NEU2
hsa05418	Fluid shear stress and atherosclerosis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05418+2944+2941+3690+445+2939+6416+857+3674+6382+1535	-0.3476563325679649	-1.2803681906410502	0.10199004975124377	0.4754946022091104	59	./Project_wg_result1733328043_GSEA/hsa05418.png	10	2944;2941;3690;445;2939;6416;857;3674;6382;1535	ASS1;CAV1;CYBA;GSTA2;GSTA4;GSTM1;ITGA2B;ITGB3;MAP2K4;SDC1
hsa00910	Nitrogen metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00910+23632	-0.5548590044934828	-1.2988047374623681	0.1858974358974359	0.47797409242088795	9	./Project_wg_result1733328043_GSEA/hsa00910.png	1	23632	CA14
hsa00380	Tryptophan metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00380+501+2639+64577+125061+39+316+51166+130013+1544	-0.4083849290765824	-1.29338143595773	0.10467706013363029	0.4820645183129104	32	./Project_wg_result1733328043_GSEA/hsa00380.png	9	501;2639;64577;125061;39;316;51166;130013;1544	AADAT;ACAT2;ACMSD;AFMID;ALDH7A1;ALDH8A1;AOX1;CYP1A2;GCDH
hsa00140	Steroid hormone biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa00140+1551+6783+8630+1646+1571+1577+7367+6718+1544	-0.3756734725970682	-1.2890125328238662	0.13348946135831383	0.48254107952841957	36	./Project_wg_result1733328043_GSEA/hsa00140.png	9	1551;6783;8630;1646;1571;1577;7367;6718;1544	AKR1C2;AKR1D1;CYP1A2;CYP2E1;CYP3A5;CYP3A7;HSD17B6;SULT1E1;UGT2B17
hsa05202	Transcriptional misregulation in cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05202+55589+5546+1025+6256+3065+1643+1655+1051+8148+2130+6257+3248	-0.3934225862219538	-1.280798374497281	0.12850467289719625	0.4836639360909891	32	./Project_wg_result1733328043_GSEA/hsa05202.png	12	55589;5546;1025;6256;3065;1643;1655;1051;8148;2130;6257;3248	BMP2K;CDK9;CEBPB;DDB2;DDX5;EWSR1;HDAC1;HPGD;PRCC;RXRA;RXRB;TAF15
hsa04966	Collecting duct acid secretion	http://www.kegg.jp/kegg-bin/show_pathway?hsa04966+6521	-0.49768141011091843	-1.2817909410736574	0.16129032258064516	0.4909316904745786	13	./Project_wg_result1733328043_GSEA/hsa04966.png	1	6521	SLC4A1
hsa00260	Glycine, serine and threonine metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00260+501+10993+875+9380+635+64902+1491+29968+6470+8639+26227+27232	-0.3726329463378201	-1.251448678949419	0.16099773242630386	0.5332814298287184	35	./Project_wg_result1733328043_GSEA/hsa00260.png	12	501;10993;875;9380;635;64902;1491;29968;6470;8639;26227;27232	AGXT2;ALDH7A1;AOC3;BHMT;CBS;CTH;GNMT;GRHPR;PHGDH;PSAT1;SDS;SHMT1
hsa05410	Hypertrophic cardiomyopathy	http://www.kegg.jp/kegg-bin/show_pathway?hsa05410+183+781+6543+7273+59285+6444+3685+3908+284217+7168+3693+6645+3655+5563+5564+4634	0.4368671732642451	1.3999056609927212	0.06216696269982238	0.5391383534744099	37	./Project_wg_result1733328043_GSEA/hsa05410.png	16	183;781;6543;7273;59285;6444;3685;3908;284217;7168;3693;6645;3655;5563;5564;4634	AGT;CACNA2D1;CACNG6;ITGA6;ITGAV;ITGB5;LAMA1;LAMA2;MYL3;PRKAA2;PRKAB1;SGCD;SLC8A2;SNTB2;TPM1;TTN
hsa04950	Maturity onset diabetes of the young	http://www.kegg.jp/kegg-bin/show_pathway?hsa04950+3175+5313+3172+6927+6514	-0.6026455074347237	-1.2393232475477336	0.2286902286902287	0.5549921529286501	6	./Project_wg_result1733328043_GSEA/hsa04950.png	5	3175;5313;3172;6927;6514	HNF1A;HNF4A;ONECUT1;PKLR;SLC2A2
hsa00591	Linoleic acid metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00591+1571+1544	-0.49777483234582576	-1.2334790328622052	0.18828451882845187	0.5609386635975899	11	./Project_wg_result1733328043_GSEA/hsa00591.png	2	1571;1544	CYP1A2;CYP2E1
hsa05150	Staphylococcus aureus infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05150+4153+10747+25984+3872+8688+3868+5340+3858+3880+720+3426+629+3861+718+147183+3126+3125+714+3866+1675+713+3857	0.4170078134358125	1.4004921295381576	0.0548885077186964	0.5687430314108665	46	./Project_wg_result1733328043_GSEA/hsa05150.png	22	4153;10747;25984;3872;8688;3868;5340;3858;3880;720;3426;629;3861;718;147183;3126;3125;714;3866;1675;713;3857	C1QB;C1QC;C3;C4A;CFB;CFD;CFI;HLA-DRB3;HLA-DRB4;KRT10;KRT14;KRT15;KRT16;KRT17;KRT19;KRT23;KRT25;KRT37;KRT9;MASP2;MBL2;PLG
hsa05166	Human T-cell leukemia virus 1 infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05166+1385+3122+3123+208+5599+4893+331+5605+8379+8829+8517+8498+8295+6513+2033+3106+83660+6416+3108+200186+3119	-0.3117390523827638	-1.2170494299168568	0.14108910891089108	0.596869042825736	80	./Project_wg_result1733328043_GSEA/hsa05166.png	21	1385;3122;3123;208;5599;4893;331;5605;8379;8829;8517;8498;8295;6513;2033;3106;83660;6416;3108;200186;3119	AKT2;CREB1;CRTC2;EP300;HLA-B;HLA-DMA;HLA-DQB1;HLA-DRA;HLA-DRB1;IKBKG;MAD1L1;MAP2K2;MAP2K4;MAPK8;NRAS;NRP1;RANBP3;SLC2A1;TLN2;TRRAP;XIAP
hsa00071	Fatty acid degradation	http://www.kegg.jp/kegg-bin/show_pathway?hsa00071+39+126+36+125+124+130+131+127	-0.35540415051267116	-1.2093266209773879	0.182648401826484	0.6084405837159952	37	./Project_wg_result1733328043_GSEA/hsa00071.png	8	39;126;36;125;124;130;131;127	ACADSB;ACAT2;ADH1A;ADH1B;ADH1C;ADH4;ADH6;ADH7
hsa04144	Endocytosis	http://www.kegg.jp/kegg-bin/show_pathway?hsa04144+6643+156+9765+10092+9815+10254+11059+27131+11267+9798+26119+5869+3107+2060+80230+1173+161+6455+11311+112936+26286+253725+91782+1211+4218+84313+79643+55738+116988+1175+10552+30846+51028+10093+10938+81873+27243+2350+408+84364+9922+56288+1956+64744+3106+147179+30845+23527+2261+3310+857	-0.27708740266840093	-1.2043859351635375	0.10027855153203342	0.6121378468345555	140	./Project_wg_result1733328043_GSEA/hsa04144.png	51	6643;156;9765;10092;9815;10254;11059;27131;11267;9798;26119;5869;3107;2060;80230;1173;161;6455;11311;112936;26286;253725;91782;1211;4218;84313;79643;55738;116988;1175;10552;30846;51028;10093;10938;81873;27243;2350;408;84364;9922;56288;1956;64744;3106;147179;30845;23527;2261;3310;857	ACAP2;AGAP3;AP2A2;AP2M1;AP2S1;ARFGAP1;ARFGAP2;ARFGAP3;ARPC1A;ARPC4;ARPC5;ARPC5L;ARRB1;CAV1;CHMP2A;CHMP6;CHMP7;CLTA;EGFR;EHD1;EHD2;EHD3;EPS15;FGFR3;FOLR2;GIT2;GRK2;HLA-B;HLA-C;HSPA6;IQSEC1;IST1;LDLRAP1;PARD3;RAB5B;RAB8A;RUFY1;SH3GL1;SMAP2;SNF8;SNX2;SNX5;STAM2;VPS25;VPS26B;VPS36;VPS45;WASHC2C;WIPF2;WWP1;ZFYVE16
hsa04613	Neutrophil extracellular trap formation	http://www.kegg.jp/kegg-bin/show_pathway?hsa04613+5578+208+566+5605+3065+1511+6885+121504+2214+317772+83933+3690+366+3674+1535	-0.3155798332194894	-1.1902334786275068	0.1981981981981982	0.633621151769473	60	./Project_wg_result1733328043_GSEA/hsa04613.png	15	5578;208;566;5605;3065;1511;6885;121504;2214;317772;83933;3690;366;3674;1535	AKT2;AQP9;AZU1;CTSG;CYBA;FCGR3A;H2AC21;H4C16;HDAC1;HDAC10;ITGA2B;ITGB3;MAP2K2;MAP3K7;PRKCA
hsa00250	Alanine, aspartate and glutamate metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00250+435+84706+56954+2346+2875+158+64902+445+27165	-0.38189837448373914	-1.1904257697372191	0.20787746170678337	0.6435630627581072	26	./Project_wg_result1733328043_GSEA/hsa00250.png	9	435;84706;56954;2346;2875;158;64902;445;27165	ADSL;AGXT2;ASL;ASS1;FOLH1;GLS2;GPT;GPT2;NIT2
hsa00620	Pyruvate metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00620+134526+5313+501+9380+55902+39+126+32+125+124+130+131+127	-0.3355317249284633	-1.166790493354266	0.2296983758700696	0.6502166407149144	43	./Project_wg_result1733328043_GSEA/hsa00620.png	13	134526;5313;501;9380;55902;39;126;32;125;124;130;131;127	ACACB;ACAT2;ACOT12;ACSS2;ADH1A;ADH1B;ADH1C;ADH4;ADH6;ADH7;ALDH7A1;GRHPR;PKLR
hsa05204	Chemical carcinogenesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05204+1551+2944+1646+1571+2941+1577+2939+7367+1544	-0.3256879961350463	-1.1689492035842262	0.1963470319634703	0.6541766350905881	48	./Project_wg_result1733328043_GSEA/hsa05204.png	9	1551;2944;1646;1571;2941;1577;2939;7367;1544	AKR1C2;CYP1A2;CYP2E1;CYP3A5;CYP3A7;GSTA2;GSTA4;GSTM1;UGT2B17
hsa05216	Thyroid cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05216+7170+5604+6256+4893+7175+5605+1643+6257	-0.4072972263514779	-1.1748737604604746	0.2363238512035011	0.6567869473969264	18	./Project_wg_result1733328043_GSEA/hsa05216.png	8	7170;5604;6256;4893;7175;5605;1643;6257	DDB2;MAP2K1;MAP2K2;NRAS;RXRA;RXRB;TPM3;TPR
hsa04720	Long-term potentiation	http://www.kegg.jp/kegg-bin/show_pathway?hsa04720+5534+3709+5499+5604+369+3710+5908+2776+5578+5501+4893+2905+5605+2033+5502	-0.35224642533343836	-1.171196526631099	0.22566371681415928	0.6571807722902986	36	./Project_wg_result1733328043_GSEA/hsa04720.png	15	5534;3709;5499;5604;369;3710;5908;2776;5578;5501;4893;2905;5605;2033;5502	ARAF;EP300;GNAQ;GRIN2C;ITPR2;ITPR3;MAP2K1;MAP2K2;NRAS;PPP1CA;PPP1CC;PPP1R1A;PPP3R1;PRKCA;RAP1B
hsa04614	Renin-angiotensin system	http://www.kegg.jp/kegg-bin/show_pathway?hsa04614+183+10159+5547	0.5446781569100937	1.3594785188518141	0.14122137404580154	0.6587931465697722	13	./Project_wg_result1733328043_GSEA/hsa04614.png	3	183;10159;5547	AGT;ATP6AP2;PRCP
hsa00450	Selenocompound metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00450+114112+22928+1491+9061	-0.4201538239036642	-1.1603086608470832	0.2661290322580645	0.6597240255967471	15	./Project_wg_result1733328043_GSEA/hsa00450.png	4	114112;22928;1491;9061	CTH;PAPSS1;SEPHS2;TXNRD3
hsa04730	Long-term depression	http://www.kegg.jp/kegg-bin/show_pathway?hsa04730+10672+3709+5604+369+3710+2778+2767+2776+5578+4067+4893+5605+2773+5519	-0.3698405736752483	-1.1771798762706442	0.2334047109207709	0.6607968753071078	28	./Project_wg_result1733328043_GSEA/hsa04730.png	14	10672;3709;5604;369;3710;2778;2767;2776;5578;4067;4893;5605;2773;5519	ARAF;GNA11;GNA13;GNAI3;GNAQ;GNAS;ITPR2;ITPR3;LYN;MAP2K1;MAP2K2;NRAS;PPP2R1B;PRKCA
hsa04066	HIF-1 signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04066+7076+80201+5214+7018+405+5213+207+3945+5162+226+5291+6921+5595+2026+2597+5160+54583+5336+3098+818	0.37935745253482694	1.3173143205217956	0.08620689655172414	0.6651422927011587	59	./Project_wg_result1733328043_GSEA/hsa04066.png	20	7076;80201;5214;7018;405;5213;207;3945;5162;226;5291;6921;5595;2026;2597;5160;54583;5336;3098;818	AKT1;ALDOA;ARNT;CAMK2G;EGLN1;ELOC;ENO2;GAPDH;HK1;HKDC1;LDHB;MAPK3;PDHA1;PDHB;PFKM;PFKP;PIK3CB;PLCG2;TF;TIMP1
hsa04664	Fc epsilon RI signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04664+5604+5606+5578+208+4067+5599+4893+5605+2885+3937+6416+2207	-0.3570953077361252	-1.142490007186596	0.25910064239828695	0.6721339205771492	30	./Project_wg_result1733328043_GSEA/hsa04664.png	12	5604;5606;5578;208;4067;5599;4893;5605;2885;3937;6416;2207	AKT2;FCER1G;GRB2;LCP2;LYN;MAP2K1;MAP2K2;MAP2K3;MAP2K4;MAPK8;NRAS;PRKCA
hsa04152	AMPK signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04152+2203+4218+1385+208+3172+948+5207+6885+5519+3667+32+1994+2538+7249+8789+200186	-0.307428902275319	-1.1450465974987587	0.22705314009661837	0.6742596980570036	58	./Project_wg_result1733328043_GSEA/hsa04152.png	16	2203;4218;1385;208;3172;948;5207;6885;5519;3667;32;1994;2538;7249;8789;200186	ACACB;AKT2;CD36;CREB1;CRTC2;ELAVL1;FBP1;FBP2;G6PC1;HNF4A;IRS1;MAP3K7;PFKFB1;PPP2R1B;RAB8A;TSC2
hsa00360	Phenylalanine metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00360+3242+6898+221+8639+5053	-0.45918055324613904	-1.1464241775972903	0.29518072289156627	0.6796737437929198	12	./Project_wg_result1733328043_GSEA/hsa00360.png	5	3242;6898;221;8639;5053	ALDH3B1;AOC3;HPD;PAH;TAT
hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa00563+93183+51604+94005+2822+10026	0.5580859627959489	1.3052981646076096	0.15469613259668508	0.6825650061402103	10	./Project_wg_result1733328043_GSEA/hsa00563.png	5	93183;51604;94005;2822;10026	GPLD1;PIGK;PIGM;PIGS;PIGT
hsa00430	Taurine and hypotaurine metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00430+2326+2686+2687+570	0.6044456829715477	1.3279570396113178	0.15660377358490565	0.6848965386687635	8	./Project_wg_result1733328043_GSEA/hsa00430.png	4	2326;2686;2687;570	BAAT;FMO1;GGT5;GGT7
hsa00480	Glutathione metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00480+2882+51060+2686+2950+2946+2878+373156+9027	0.4045893212273822	1.3190489648137083	0.10786106032906764	0.6868761998946066	41	./Project_wg_result1733328043_GSEA/hsa00480.png	8	2882;51060;2686;2950;2946;2878;373156;9027	GGT7;GPX3;GPX7;GSTK1;GSTM2;GSTP1;NAT8;TXNDC12
hsa05206	MicroRNAs in cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05206+5578+5962+6624+4893+3190+5605+3065+1786+3667+2885+1956+7431+2033+3690+2261+27165	-0.30340655159572244	-1.1469786003385425	0.2200488997555012	0.6881636115281533	61	./Project_wg_result1733328043_GSEA/hsa05206.png	16	5578;5962;6624;4893;3190;5605;3065;1786;3667;2885;1956;7431;2033;3690;2261;27165	DNMT1;EGFR;EP300;FGFR3;FSCN1;GLS2;GRB2;HDAC1;HNRNPK;IRS1;ITGB3;MAP2K2;NRAS;PRKCA;RDX;VIM
hsa05231	Choline metabolism in cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05231+10163+6581+5578+208+5599+4893+5605+2885+1956+23446+7249+57153+6580	-0.32689348208126967	-1.1270917927723691	0.275	0.6905334960578343	39	./Project_wg_result1733328043_GSEA/hsa05231.png	13	10163;6581;5578;208;5599;4893;5605;2885;1956;23446;7249;57153;6580	AKT2;EGFR;GRB2;MAP2K2;MAPK8;NRAS;PRKCA;SLC22A1;SLC22A3;SLC44A1;SLC44A2;TSC2;WASF2
hsa04964	Proximal tubule bicarbonate reclamation	http://www.kegg.jp/kegg-bin/show_pathway?hsa04964+1468+476+5105+10991+27165	-0.4509384445976445	-1.1295921717151347	0.3030927835051546	0.6928765453967094	13	./Project_wg_result1733328043_GSEA/hsa04964.png	5	1468;476;5105;10991;27165	ATP1A1;GLS2;PCK1;SLC25A10;SLC38A3
hsa04974	Protein digestion and absorption	http://www.kegg.jp/kegg-bin/show_pathway?hsa04974+340267+7512+81578+136227+6519+255631	-0.34922891553745883	-1.1319959520366543	0.27880184331797236	0.6950181098097624	31	./Project_wg_result1733328043_GSEA/hsa04974.png	6	340267;7512;81578;136227;6519;255631	COL21A1;COL24A1;COL26A1;COL28A1;SLC3A1;XPNPEP2
hsa00120	Primary bile acid biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa00120+10005+3295+8309+6342+51302+570+80270	0.5102805385033533	1.332802550718965	0.1256931608133087	0.698541858945511	14	./Project_wg_result1733328043_GSEA/hsa00120.png	7	10005;3295;8309;6342;51302;570;80270	ACOT8;ACOX2;BAAT;CYP39A1;HSD17B4;HSD3B7;SCP2
hsa05207	Chemical carcinogenesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05207+2778+653689+1385+5578+208+6256+4893+367+331+5605+2938+2773+408+2885+3838+1956+2944+196+2941+2939+7367+6257+1544	-0.2807897686567817	-1.1182639518161168	0.21628498727735368	0.7073435786338095	82	./Project_wg_result1733328043_GSEA/hsa05207.png	23	2778;653689;1385;5578;208;6256;4893;367;331;5605;2938;2773;408;2885;3838;1956;2944;196;2941;2939;7367;6257;1544	AHR;AKT2;AR;ARRB1;CREB1;CYP1A2;EGFR;GNAI3;GNAS;GRB2;GSTA1;GSTA2;GSTA4;GSTM1;GSTT2B;KPNA2;MAP2K2;NRAS;PRKCA;RXRA;RXRB;UGT2B17;XIAP
hsa03030	DNA replication	http://www.kegg.jp/kegg-bin/show_pathway?hsa03030+5981+5984+4175+4172+2237+6117+5985+5424+5111	-0.3994696420694273	-1.1081371710854129	0.32553191489361705	0.7094689177858903	18	./Project_wg_result1733328043_GSEA/hsa03030.png	9	5981;5984;4175;4172;2237;6117;5985;5424;5111	FEN1;MCM3;MCM6;PCNA;POLD1;RFC1;RFC4;RFC5;RPA1
hsa01230	Biosynthesis of amino acids	http://www.kegg.jp/kegg-bin/show_pathway?hsa01230+48+4144+27430+4143+435+5313+10993+875+84706+2875+5634+162417+5631+1491+445+29968+84076+6470+5053+2027+26227	-0.29976979255814573	-1.110965247891993	0.2642369020501139	0.7098091469156393	59	./Project_wg_result1733328043_GSEA/hsa01230.png	21	48;4144;27430;4143;435;5313;10993;875;84706;2875;5634;162417;5631;1491;445;29968;84076;6470;5053;2027;26227	ACO1;ASL;ASS1;CBS;CTH;ENO3;GPT;GPT2;MAT1A;MAT2A;MAT2B;NAGS;PAH;PHGDH;PKLR;PRPS1;PRPS2;PSAT1;SDS;SHMT1;TKTL2
hsa05223	Non-small cell lung cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05223+6777+5604+369+5578+208+6256+4893+5605+238+1643+2885+1956+2272+6257	-0.3371679989040451	-1.111955594859297	0.29931972789115646	0.7158320535615662	35	./Project_wg_result1733328043_GSEA/hsa05223.png	14	6777;5604;369;5578;208;6256;4893;5605;238;1643;2885;1956;2272;6257	AKT2;ALK;ARAF;DDB2;EGFR;FHIT;GRB2;MAP2K1;MAP2K2;NRAS;PRKCA;RXRA;RXRB;STAT5B
hsa05414	Dilated cardiomyopathy	http://www.kegg.jp/kegg-bin/show_pathway?hsa05414+183+781+6543+7273+59285+6444+3685+3908+284217+7168+3693+6645+3655	0.42225346659139434	1.3350938161537171	0.1	0.7235298200651397	34	./Project_wg_result1733328043_GSEA/hsa05414.png	13	183;781;6543;7273;59285;6444;3685;3908;284217;7168;3693;6645;3655	AGT;CACNA2D1;CACNG6;ITGA6;ITGAV;ITGB5;LAMA1;LAMA2;SGCD;SLC8A2;SNTB2;TPM1;TTN
hsa03050	Proteasome	http://www.kegg.jp/kegg-bin/show_pathway?hsa03050+5706+5695+5682+5715+5684+5696+5704+5720+10197+11047+5694+5721+9491+51371	-0.3131720363742164	-1.0972476239672722	0.290167865707434	0.7241044106695552	42	./Project_wg_result1733328043_GSEA/hsa03050.png	14	5706;5695;5682;5715;5684;5696;5704;5720;10197;11047;5694;5721;9491;51371	ADRM1;POMP;PSMA1;PSMA3;PSMB6;PSMB7;PSMB8;PSMC4;PSMC6;PSMD9;PSME1;PSME2;PSME3;PSMF1
hsa04080	Neuroactive ligand-receptor interaction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04080+183+5340+3827+718+706+2147	0.46952431905815745	1.2797714436559193	0.17843866171003717	0.7272239723304916	17	./Project_wg_result1733328043_GSEA/hsa04080.png	6	183;5340;3827;718;706;2147	AGT;C3;F2;KNG1;PLG;TSPO
hsa03250	Viral life cycle	http://www.kegg.jp/kegg-bin/show_pathway?hsa03250+5903+51497+6827+5300+79643+6829+25920+1025+6598+684+25939+7469+2033+79869+7936	-0.32909956513864935	-1.097481445489753	0.31742243436754175	0.7325252440421661	35	./Project_wg_result1733328043_GSEA/hsa03250.png	15	5903;51497;6827;5300;79643;6829;25920;1025;6598;684;25939;7469;2033;79869;7936	BST2;CDK9;CHMP6;CPSF7;EP300;NELFA;NELFB;NELFCD;NELFE;PIN1;RANBP2;SAMHD1;SMARCB1;SUPT4H1;SUPT5H
hsa00531	Glycosaminoglycan degradation	http://www.kegg.jp/kegg-bin/show_pathway?hsa00531+3073+2799+3425+6448+10855+3074+2720+3423	0.5063587048218302	1.2722664834649275	0.17929759704251386	0.7330736138761127	13	./Project_wg_result1733328043_GSEA/hsa00531.png	8	3073;2799;3425;6448;10855;3074;2720;3423	GLB1;GNS;HEXA;HEXB;HPSE;IDS;IDUA;SGSH
